,Object_Description,Program_Description,SubFund_Description,Job_Title_Description,Facility_or_Department,Sub_Object_Description,Location_Description,FTE,Function_Description,Position_Extra,Text_4,Total,Text_2,Text_3,Fund_Description,Text_1
237139,EMPLOYEE BENEFITS,INSTRUCTIONAL STAFF TRAINING,ARRA - STIMULUS,"Teacher, Short Term Sub",NaN,NaN,NaN,NaN,TITLE I A - ARRA,PROFESSIONAL-INSTRUCTIONAL,NaN,1.59E+00,TEACHER LEARNING & LEADERSHIP,Regular,NaN,INSTRUCTIONAL STAFF
76511,NaN,Basic Educational Services,NaN,NaN,NaN,Band,School,NaN,Instruction,NaN,NaN,4.36E+03,NaN,NaN,General Fund,NaN
243706,Employee Allowance,Accelerated Education,NaN,CELL PHONE,NaN,Mobile Phone,School,NaN,Social Work Services,NaN,NaN,3.93E+02,NaN,NaN,General Fund,NaN
70835,SALARIES OF REGULAR EMPLOYEES,GENERAL HIGH SCHOOL EDUCATION,GENERAL FUND,"Teacher, Secondary (High)",NaN,NaN,NaN,NaN,ELA E-TEACHING SHELTERED ENG,PROFESSIONAL-INSTRUCTIONAL,NaN,2.18E+02,NaN,Turnaround,NaN,REGULAR INSTRUCTION
438850,Extra Duty/Overtime,Accelerated Education,NaN,NaN,NaN,Stud Support,School,NaN,Instruction,NaN,NaN,1.18E+00,NaN,NaN,General Fund,NaN
246432,OTHER PURCHASED SERVICES,EDUCATION OF HOMELESS CHILDREN,HOMELESS CHILDREN EDUCATION,NaN,NaN,NaN,ADMIN. SERVICES,NaN,STUDENT TRANSPORT SERVICE,NaN,NaN,2.14E+03,NaN,NaN,Education Of Homeless Children,NaN
397882,Engineering Fees,Undistributed,NaN,NaN,NaN,Electricity,Construction Management,NaN,Facilities Acquisition & Construction,NaN,NaN,2.08E+03,NaN,NaN,General Fund,NaN
363766,SALARIES OF PART TIME EMPLOYEE,TRANSPORTATION-OPERATIONS,GENERAL FUND,Special Needs Bus Asst,NaN,NaN,GARAGE,0.993818,NON-PROJECT,PARAPROFESSIONAL,NaN,1.55E+04,TRANSPORTATION,n/a,NaN,STUDENT TRANSPORTATION
180657,Extra Duty/Signing Bonus Pay,Basic Educational Services,NaN,NaN,NaN,General,School,NaN,Instruction,NaN,NaN,8.50E+04,NaN,NaN,General Fund,NaN
433822,Salaries for Support Personnel,Undistributed,NaN,FOOD PROD SP I,NaN,General,School,0.5,Food Services,NaN,NaN,1.13E+04,NaN,NaN,Nat'l Schl Breakfast & Lunch Prog.,NaN
281415,SALARIES OF REGULAR EMPLOYEES,GENERAL MIDDLE/JUNIOR HIGH SCH,GENERAL FUND,Teacher Secondary (Middle),NaN,NaN,NaN,1.000022,NON-PROJECT,PROFESSIONAL-INSTRUCTIONAL,NaN,5.92E+04,NaN,Regular,NaN,REGULAR INSTRUCTION
22010,Career Ladder,Bilingual Education,NaN,CL,NaN,General,School,NaN,Instruction,NaN,NaN,3.28E+03,NaN,NaN,General Fund,NaN
24690,SALARIES OF PART TIME EMPLOYEE,INSTRUCTIONAL STAFF TRAINING,GENERAL FUND,"Teacher, Short Term Sub",NaN,NaN,NaN,0.00431,NON-PROJECT,PROFESSIONAL-INSTRUCTIONAL,NaN,1.09E+02,NaN,Regular,NaN,INSTRUCTIONAL STAFF
182673,Professional Salaries,Bilingual Education,NaN,T-EL 3RD BIL,NaN,General,School,1,Instruction,NaN,NaN,5.38E+04,NaN,NaN,General Fund,NaN
44210,Professional Salaries,State Comp.Ed.-Support Title I Campuses,NaN,T-EL 5TH BIL,NaN,General,NaN,0.5,Instruction,NaN,NaN,2.80E+04,NaN,NaN,Title I- Part A,NaN
313236,Professional Salaries,Basic Educational Services,NaN,T-EL 4TH,NaN,General,School,1,Instruction,NaN,NaN,5.32E+04,NaN,NaN,General Fund,NaN
91495,Food,Undistributed,NaN,NaN,NaN,General,School,NaN,Food Services,NaN,NaN,9.23E+04,NaN,NaN,Nat'l Schl Breakfast & Lunch Prog.,NaN
32444,Salaries for Support Personnel,Undistributed,NaN,CARPENTER,NaN,General,Service Center Bldg & Grounds,1,Plant Maintenance & Operations,NaN,NaN,4.68E+04,NaN,NaN,General Fund,NaN
72755,Professional Salaries,Bilingual Education,NaN,T-EL KIN ESL,NaN,General,School,1,Instruction,NaN,NaN,5.35E+04,NaN,NaN,General Fund,NaN
46844,SALARIES OF PART TIME EMPLOYEE,INSTRUCTIONAL STAFF TRAINING,GENERAL FUND,"Teacher, Short Term Sub",NaN,NaN,NaN,0.008621,NON-PROJECT,PROFESSIONAL-INSTRUCTIONAL,NaN,2.20E+02,NaN,Regular,NaN,INSTRUCTIONAL STAFF
256411,Professional Salaries,Basic Educational Services,NaN,T-EL 3RD,NaN,General,School,1,Instruction,NaN,NaN,5.34E+04,NaN,NaN,General Fund,NaN
350554,USDA Donated Commodities,Undistributed,NaN,NaN,NaN,General,School,NaN,Food Services,NaN,NaN,9.18E+03,NaN,NaN,Nat'l Schl Breakfast & Lunch Prog.,NaN
89285,Salaries for Support Personnel,Undistributed,NaN,CLERK IV- SCH,NaN,General,School,1,School Leadership,NaN,NaN,3.73E+04,NaN,NaN,General Fund,NaN
235310,Career Ladder,Basic Educational Services,NaN,NaN,NaN,General,School,NaN,Instruction,NaN,NaN,1.64E+03,NaN,NaN,General Fund,NaN
444755,General Supplies,Athletics and Related,NaN,NaN,NaN,Boy Cross Country,School,NaN,Cocurricular & Extra Curricular Activities,NaN,NaN,2.01E+02,NaN,NaN,Athletics,NaN
312081,EQUIPMENT *,NaN,Regular Instruction,NaN,NaN,Equipment *,NaN,NaN,Elementary,NaN,NaN,-3.54E+04,NaN,NaN,Miscellaneous Federal Grants,TITLE II D TECH EETT COMP
49002,ALL OTHER SUPPLEMENTS,NaN,NaN,CUSTODIAN,NaN,NaN,CHARTER,NaN,OPERATION OF PLANT,NaN,NaN,3.00E+02,NaN,NaN,CONVERSION CHARTER SCHOOLS,NaN
137411,Employee Allowance,Bilingual Education,NaN,CELL PHONE,NaN,Mobile Phone,Bilingual / ESL,NaN,Curriculum & Instructional Staff Development,NaN,NaN,5.24E+02,NaN,NaN,General Fund,NaN
197994,BONUSES,NaN,NaN,"TEACHER, SOC STUDIES-HIGH",NaN,NaN,School,NaN,BASIC (FEFP K-12),NaN,NaN,8.01E+02,NaN,NaN,GENERAL FUND,ADVANCED PLACEMENT
352852,Professional Salaries,Special Education,NaN,T-MS/SE INCLUS,NaN,General,School,1,Instruction,NaN,NaN,5.30E+04,NaN,NaN,General Fund,NaN
264759,ADDITIONAL/EXTRA DUTY PAY/STIP,SUPPORT SERVICES-SCHOOL ADMIN,GENERAL FUND,"Teacher, Elementary",NaN,NaN,NaN,NaN,NON-PROJECT,OFFICE/ADMINISTRATIVE SUPPORT,NaN,4.88E+01,NaN,Regular,NaN,SCHOOL ADMINISTRATION
343116,RETIREMENT CONTRIB.,EMPLOYEE BENEFITS,GENERAL FUND,Food Service Worker II,NaN,NaN,NaN,NaN,EMPLOYEE RETIREMENT,UNDESIGNATED,NaN,1.59E+02,NaN,n/a,NaN,EMPLOYEE BENEFITS
174634,Employee Travel  (including In-District and Out-of-District),State Comp.Ed.-Support Title I Campuses,NaN,NaN,NaN,General,School,NaN,Community Services,NaN,NaN,1.00E+03,NaN,NaN,Title I- Part A,NaN
26269,NaN,NaN,"SUMMER ED, ARTS & SPORTS - SEAS",Teacher (Afterschool),NaN,NaN,OFFICE OF COMMUNITY & EDUCATION PROGRAMS,0.025,NaN,NaN,NaN,2.40E+03,AFTERSCHOOL PROGRAMS,NaN,NaN,NaN
56630,SALARIES OF PART TIME EMPLOYEE,EARLY CHILDHOOD,DISTRICT SPECIAL REVENUE FUNDS,Early Childhood Education,NaN,NaN,NaN,0.224792,TUITION BASED - ECE,PARAPROFESSIONAL,NaN,3.57E+03,NaN,Regular,NaN,REGULAR INSTRUCTION
309338,SALARIES OF PART TIME EMPLOYEE,GENERAL ELEMENTARY EDUCATION,GENERAL FUND,"Teacher, Short Term Sub",NaN,NaN,NaN,0.006699,UNALLOC BUDGETS/SCHOOLS,PROFESSIONAL-INSTRUCTIONAL,NaN,1.65E+02,TEACHER SUBS,Regular,NaN,REGULAR INSTRUCTION
209283,Subs for Support Personnel,Basic Educational Services,NaN,NaN,NaN,General,School,NaN,Instruction,NaN,NaN,9.06E+03,NaN,NaN,General Fund,NaN
136901,Copier Rental,Undistributed,NaN,NaN,NaN,General,NaN,NaN,Instructional Leadership,NaN,NaN,5.98E+03,NaN,NaN,General Fund,NaN
176113,Salaries And Wages For Teachers And Other Professi,Basic Educational Services,Operations,"TEACHER, REGULAR",All Campus Payroll,Salaries And Wages For Teachers And Other Professi,School,0.83,Instruction,TEACHER BACHELOR,Basic Educational Services - District Objective,7.57E+04,NaN,NaN,General Operating Fund,REGULAR PAY
425198,PURCHASED PROFESSIONAL AND TECH SVCS-OTHER FEES,RESERVED FOR NON DOE DIRECT FEDERAL FUNDS FOR K-12,EMP - EMERGENCY MANAGEMENT PLANNING,NaN,NaN,NaN,ADMIN. SERVICES,NaN,MAINTENANCE AND OPERATING,NaN,NaN,9.80E+03,NaN,NaN,RESERVED FOR NON DOE DIRECT FEDERAL FUNDS FOR K-12,NaN
258585,Salaries for Support Personnel,Undistributed,NaN,ACCTG TECH II,NaN,General,School,1,School Leadership,NaN,NaN,NaN,NaN,NaN,General Fund,NaN
93353,Professional Salaries,Special Education,NaN,T-HS/SE VAC,NaN,General,School,1,Instruction,NaN,NaN,5.27E+04,NaN,NaN,General Fund,NaN
221373,Employee Allowance,Special Education,NaN,TRAVEL,NaN,General,Special Education,NaN,Instructional Leadership,NaN,NaN,2.87E+03,NaN,NaN,General Fund,NaN
224275,CONTRA BENEFITS,EMPLOYEE BENEFITS,GENERAL FUND,Teacher Secondary (Middle),NaN,NaN,NaN,NaN,NON-PROJECT,UNDESIGNATED,NaN,-1.01E+03,NaN,n/a,NaN,EMPLOYEE BENEFITS
238433,Extra Duty/Signing Bonus Pay,Athletics and Related,NaN,"HC, BASKETBALL",NaN,General,School,NaN,Cocurricular & Extra Curricular Activities,NaN,NaN,2.08E+03,NaN,NaN,Athletics,NaN
128483,SALARIES OF REGULAR EMPLOYEES,GENERAL ELEMENTARY EDUCATION,GENERAL FUND,"Teacher, Elementary",NaN,NaN,NaN,NaN,ELA S - TEACHING SPANISH ONLY,PROFESSIONAL-INSTRUCTIONAL,NaN,1.24E+04,NaN,Regular,NaN,REGULAR INSTRUCTION
109503,Professional Salaries,Undistributed,NaN,LIBRARIAN- ELEM,NaN,General,School,1,Instructional Resource & Media Services,NaN,NaN,5.35E+04,NaN,NaN,General Fund,NaN
267724,SALARIES OF PART TIME EMPLOYEE,EARLY CHILDHOOD,ITEMGD PRESCHOOL PROGRAM,Reading & Writing Asst,NaN,NaN,EARLY CHILDHOOD EDUCATION,NaN,ELPA - PRESCHOOL PROG,PARAPROFESSIONAL,NaN,5.92E+02,EARLY EDUCATION,n/a,NaN,REGULAR INSTRUCTION
73429,Salaries for Support Personnel,Undistributed,NaN,FOOD PROD SP IV,NaN,General,School,0.84375,Food Services,NaN,NaN,2.18E+04,NaN,NaN,Nat'l Schl Breakfast & Lunch Prog.,NaN
193091,EQUIPMENT *,NaN,Community Services,NaN,NaN,Equipment *,NaN,NaN,Non-Public School Services *,NaN,NaN,-5.39E+03,NaN,NaN,Title I - Disadvantaged Children/Targeted Assistance,NON-PUBLIC
72908,Professional Salaries,Bilingual Education,NaN,T-EL 4TH ESL,NaN,General,School,1,Instruction,NaN,NaN,7.07E+04,NaN,NaN,General Fund,NaN
166096,General Supplies,Basic Educational Services,NaN,NaN,NaN,Family Consumer Science,School,NaN,Instruction,NaN,NaN,1.62E+03,NaN,NaN,General Fund,NaN
201245,Salaries for Support Personnel,Undistributed,NaN,PRINTER,NaN,General,Print Shop,1,General Administration,NaN,NaN,4.14E+04,NaN,NaN,Print Shop and Reproduction,NaN
23612,Professional Salaries,Bilingual Education,NaN,T-EL KIN BIL,NaN,General,School,1,Instruction,NaN,NaN,5.35E+04,NaN,NaN,General Fund,NaN
433065,ADDITIONAL/EXTRA DUTY PAY/STIP,MALE ATHLETICS/SPORTS ACTIVITI,DISTRICT SPECIAL REVENUE FUNDS,Coach,NaN,NaN,MIDDLE SCHOOL EDUCATION,NaN,PREP LEAGUE,PROFESSIONAL-INSTRUCTIONAL,NaN,5.94E+02,ATHLETICS,n/a,NaN,COCURRICULAR ED/ACTIVITIES
8112,Professional Salaries,Special Education,NaN,ORIEN/MOBIL INS,NaN,Visual Impaired,ABD,1,Instruction,NaN,NaN,5.50E+04,NaN,NaN,IDEA-B Formula,NaN
343629,RETIREMENT CONTRIB.,EMPLOYEE BENEFITS,GENERAL FUND,Special Needs Bus Asst,NaN,NaN,GARAGE,NaN,EMPLOYEE RETIREMENT,UNDESIGNATED,NaN,1.27E+02,NaN,n/a,NaN,EMPLOYEE BENEFITS
160843,SALARIES OF PART TIME EMPLOYEE,GENERAL HIGH SCHOOL EDUCATION,GENERAL FUND,"Teacher, Short Term Sub",NaN,NaN,NaN,0.008621,UNALLOC BUDGETS/SCHOOLS,PROFESSIONAL-INSTRUCTIONAL,NaN,2.19E+02,TEACHER SUBS,Regular,NaN,REGULAR INSTRUCTION
152273,Salaries for Support Personnel,Undistributed,NaN,CLER STAFF COOR,NaN,General,Health Services,1,Health Services,NaN,NaN,4.16E+04,NaN,NaN,General Fund,NaN
328160,Extra Duty/Signing Bonus Pay,State Comp.Ed.-Support Title I Campuses,NaN,NaN,NaN,General,Primary Center,NaN,Curriculum & Instructional Staff Development,NaN,NaN,2.98E+03,NaN,NaN,Title I- Part A,NaN
112916,Salaries for Support Personnel,Special Education,NaN,TCHR ASST- SP E,NaN,General,School,1,Instruction,NaN,NaN,3.20E+04,NaN,NaN,General Fund,NaN
169872,Professional Salaries,Basic Educational Services,NaN,T-EL ART,NaN,General,School,0.33,Instruction,NaN,NaN,1.79E+04,NaN,NaN,General Fund,NaN
360326,Career Ladder,Accelerated Education,NaN,CL,NaN,General,School,NaN,"Guidance, Counseling and Evaluation Services",NaN,NaN,3.28E+03,NaN,NaN,General Fund,NaN
32863,Professional Salaries,Bilingual Education,NaN,T-EL 3RD ESL,NaN,General,School,1,Instruction,NaN,NaN,5.32E+04,NaN,NaN,General Fund,NaN
7916,Salaries for Support Personnel,Undistributed,NaN,ADMIN ASST II,NaN,General,Social Studies,1,Instructional Leadership,NaN,NaN,4.59E+04,NaN,NaN,General Fund,NaN
258937,RETIREMENT CONTRIB.,EMPLOYEE BENEFITS,GENERAL FUND,"Teacher, Short Term Sub",NaN,NaN,DISTRICT WIDE ORGANIZATION UNI,NaN,EMPLOYEE RETIREMENT,UNDESIGNATED,NaN,7.67E+00,NaN,n/a,NaN,EMPLOYEE BENEFITS
318348,NaN,NaN,LOCAL,Teacher,NaN,NaN,NaN,1,NaN,NaN,NaN,6.46E+04,GENERAL EDUCATION,NaN,NaN,NaN
169284,OTHER PERSONAL SERVICES,ACADEMIC LITERACY NETWORK,NaN,SUB TEACHER ALL,NaN,NaN,School,0,INST STAFF TRAINING SVCS,NaN,NaN,5.79E+01,NaN,NaN,GENERAL FUND,NATIONAL LITERACY PROJECT
362357,Extra Duty/Signing Bonus Pay,Undistributed,NaN,ORCHESTRA DIR,NaN,General,School,NaN,Cocurricular & Extra Curricular Activities,NaN,NaN,4.16E+03,NaN,NaN,General Fund,NaN
109366,SUPPLIES,Misc,SCHOOL NUTRITION SERVICE,NaN,NaN,NaN,NaN,NaN,SCHOOL NUTRITION,NaN,NaN,3.74E+02,NaN,NaN,School Nutrition Service Fund,NaN
285455,Misc Operating Expenses,Accelerated Education,NaN,NaN,NaN,Middle School Improvement Initiative,School,NaN,Instruction,NaN,NaN,1.67E+03,NaN,NaN,General Fund,NaN
102001,Personal Services - Teachers,Instruction - Regular,NaN,TCHER ART SECONDARY,NaN,NaN,NaN,1,NaN,TEACHER,Regular Instruction,5.06E+04,NaN,NaN,General Purpose School,NaN
104355,Extra Duty/Overtime,Accelerated Education,NaN,NaN,NaN,Cycle  (used for grants),School,NaN,Plant Maintenance & Operations,NaN,NaN,2.07E+03,NaN,NaN,Century Community Learning,NaN
87333,Reproduction Services,Undistributed,NaN,NaN,NaN,Professional Development Center (includes E-Campus),Educator Quality,NaN,Curriculum & Instructional Staff Development,NaN,NaN,3.50E+03,NaN,NaN,General Fund,NaN
157207,Career Ladder,Bilingual Education,NaN,CL,NaN,General,School,NaN,Instruction,NaN,NaN,3.28E+03,NaN,NaN,General Fund,NaN
239176,OUT-OF-STATE TRAVEL,OTHER FACILITIES ACQUISITION,BUILDING FUND,(blank),NaN,NaN,FACILITY SERVICES,NaN,ADM  GOB,UNDESIGNATED,NaN,1.73E+03,BOND EXPENDITURES,NaN,NaN,OTHER FACILITIES ACQUISITION
306458,Salaries for Support Personnel,Accelerated Education,NaN,TCHR ASST- SP E,NaN,Stud Support,School,1,Instruction,NaN,NaN,3.55E+04,NaN,NaN,General Fund,NaN
312664,Personal Services - Substitute Teachers Certified,Instruction - Regular,NaN,NaN,NaN,NaN,NaN,0,NaN,SUBSTITUTE TEACHER,Regular Instruction,2.37E+03,NaN,NaN,General Purpose School,NaN
83787,SALARIES OF REGULAR EMPLOYEES,"SPECIAL ED-M/M HIGH SEC, VOC",ARRA - STIMULUS,"Teacher, Disability Access",NaN,NaN,NaN,1.000027,IDEA ARRA,PROFESSIONAL-INSTRUCTIONAL,NaN,6.82E+04,NaN,Regular,NaN,SPECIAL EDUCATION
136341,RETIREMENT CONTRIB.,EMPLOYEE BENEFITS,GENERAL FUND,"Teacher, Elementary",NaN,NaN,NaN,NaN,EMPLOYEE RETIREMENT,UNDESIGNATED,NaN,1.04E+03,NaN,n/a,NaN,EMPLOYEE BENEFITS
381346,Testing Materials,State Comp.Ed.-Support Title I Campuses,NaN,NaN,NaN,General,School,NaN,Instruction,NaN,NaN,5.00E+03,NaN,NaN,Title I- Part A,NaN
286643,Personal Services - Teachers,Instruction - Regular,NaN,TCHER P E (SECONDARY),NaN,NaN,NaN,1,NaN,TEACHER,Regular Instruction,4.60E+04,NaN,NaN,General Purpose School,NaN
334808,Salaries for Support Personnel,Special Education,NaN,TCHR ASST- SP E,NaN,General,School,1,Instruction,NaN,NaN,2.94E+04,NaN,NaN,IDEA-B Formula,NaN
23413,"Water,Wastewater, Sanitation",Undistributed,NaN,NaN,NaN,General,School,NaN,Plant Maintenance & Operations,NaN,NaN,2.38E+04,NaN,NaN,General Fund,NaN
206226,Career Ladder,Bilingual Education,NaN,CL,NaN,General,School,NaN,Instruction,NaN,NaN,3.28E+03,NaN,NaN,General Fund,NaN
56877,Employee Allowance,Accelerated Education,NaN,NaN,NaN,Mobile Phone,Learning Support Services,NaN,Community Services,NaN,NaN,7.20E-01,NaN,NaN,General Fund,NaN
434612,Professional Services,Services To Students With Disabilities (Special Education),NaN,NaN,Instruction And Curriculum,Professional Services (Licensed or Registered),Undistributed,NaN,Health Services,NaN,"OTR, COTA, PT, PTA, SPeech Path, Five Oaks",5.54E+04,CONTRACTED SERVICES,NaN,Idea Part B Formula,NaN
41892,Professional Salaries,Basic Educational Services,NaN,T-HS DANCE,NaN,General,School,1,Instruction,NaN,NaN,5.25E+04,NaN,NaN,General Fund,NaN
430364,Personal Services - Teachers,Instruction - Regular,NaN,NaN,VISION,NaN,District Wide Resources,0.65,NaN,TEACHER,Regular Instruction,6.95E+03,NaN,NaN,General Purpose School,NaN
173103,EMPLOYEE BENEFITS,INSTRUCTIONAL STAFF TRAINING,MILL LEVY,"Teacher, Short Term Sub",NaN,NaN,NaN,NaN,INNOVATION FUND,PROFESSIONAL-INSTRUCTIONAL,NaN,-1.30E-01,NaN,Regular,NaN,INSTRUCTIONAL STAFF
91947,SALARIES OF PART TIME EMPLOYEE,INSTRUCTIONAL STAFF TRAINING,FEDERAL GDPG FUND - FY,"Teacher, Short Term Sub",NaN,NaN,NaN,0.00431,"TITLE II,D",PROFESSIONAL-INSTRUCTIONAL,NaN,1.10E+02,NaN,Regular,NaN,INSTRUCTIONAL STAFF
391181,Professional Salaries,Basic Educational Services,NaN,T-EL KIN,NaN,General,School,1,Instruction,NaN,NaN,5.29E+04,NaN,NaN,General Fund,NaN
196351,Employee Allowance,Undistributed,NaN,CELL PHONE,NaN,Mobile Phone,School,NaN,School Leadership,NaN,NaN,5.25E+02,NaN,NaN,General Fund,NaN
191214,Extra Duty/Overtime,Accelerated Education,NaN,NaN,NaN,Cycle  (used for grants),School,NaN,Community Services,NaN,NaN,7.18E+03,NaN,NaN,Century Community Learning,NaN
429152,Personal Services - Substitute Teachers Certified,Instruction - Regular,NaN,NaN,NaN,NaN,NaN,0,NaN,SUBSTITUTE TEACHER,Education Jobs Program,2.12E+02,NaN,NaN,School Federal Projects,EDUCATION JOBS FUND
437936,Salaries And Wages For Teachers And Other Professi,"""Title I, Part A Schoolwide Activities Related To State Comp","""Title  Part A Improving Basic Programs""",BILINGUAL TEACHER,Instruction And Curriculum,Salaries And Wages For Teachers And Other Professi,School,1,Instruction,TEACHER BACHELOR,Regular Salary,5.07E+04,NaN,NaN,"""Title  Part A Improving Basic Programs""",REGULAR PAY
380319,General Supplies,Basic Educational Services,NaN,NaN,NaN,Foreign Language,School,NaN,Instruction,NaN,NaN,2.00E+02,NaN,NaN,General Fund,NaN
238443,Salaries for Support Personnel,Undistributed,NaN,TELEC TECH III,NaN,General,Network Support,1,Data Processing Services,NaN,NaN,6.11E+04,NaN,NaN,General Fund,NaN
401889,Professional Salaries,State Comp.Ed.-Support Title I Campuses,NaN,INSTR/CURR SPEC,NaN,General,School,0.5,Instruction,NaN,NaN,3.70E+04,NaN,NaN,Title I- Part A,NaN
449268,Career Ladder,Special Education,NaN,CL,NaN,General,School,NaN,Instruction,NaN,NaN,3.28E+03,NaN,NaN,General Fund,NaN
264783,Salaries for Support Personnel,Undistributed,NaN,FOOD PROD SP I,NaN,General,School,0.5,Food Services,NaN,NaN,1.13E+04,NaN,NaN,Nat'l Schl Breakfast & Lunch Prog.,NaN
434326,NaN,NaN,SCHOOL IMPROVEMENT Title I,"ASSISTANT PRINCIPAL,SHS",NaN,NaN,NaN,1,NaN,NaN,NaN,1.03E+05,SCHOOL LEADERSHIP,NaN,NaN,NaN
412858,BONUSES,NaN,NaN,BUS DRIVER,NaN,NaN,TRANSPORTATION,0,PUPIL TRANSPORTATION SERVICES,NaN,NaN,1.94E+01,NaN,NaN,GENERAL FUND,NaN
254342,"BUILDING ACQUISITION, CONSTRUCTION AND IMPROVEMENT",Misc,CAPITAL ROLLUP,NaN,NaN,NaN,ADMIN. SERVICES,NaN,FACILITIES - ACQ & CONSTR,NaN,NaN,2.20E+05,NaN,NaN,Capital Projects Fund,NaN
426127,NaN,Undistributed,NaN,NaN,NaN,Line Item that is paid with Campus' money,School,NaN,School Leadership,NaN,NaN,2.00E+03,NaN,NaN,General Fund,NaN
73099,Professional Salaries,Undistributed,NaN,COUNS- MS,NaN,General,School,1,"Guidance, Counseling and Evaluation Services",NaN,NaN,5.75E+04,NaN,NaN,General Fund,NaN
173759,Career Ladder,Basic Educational Services,NaN,CL,NaN,General,School,NaN,Instruction,NaN,NaN,3.28E+03,NaN,NaN,General Fund,NaN
79216,Extra Duty/Signing Bonus Pay,Athletics and Related,NaN,"ASST COACH,NVFB",NaN,General,School,NaN,Cocurricular & Extra Curricular Activities,NaN,NaN,4.99E+03,NaN,NaN,Athletics,NaN
336346,Extra Duty/Overtime,Undistributed,NaN,NaN,NaN,General,School,NaN,School Leadership,NaN,NaN,7.10E-01,NaN,NaN,General Fund,NaN
24919,SHIFT DIFFERENTIAL,NON-INSTRUCTIONAL SUPPORT SERVICES,LOCAL,NaN,NaN,NaN,NaN,NaN,NaN,ADDITIONAL GROSS PAY,NaN,2.90E-01,CUSTODIAL SERVICES,NaN,LOCAL FUND,NaN
375605,General Supplies,Basic Educational Services,NaN,NaN,NaN,Line Item that is paid with Campus' money,School,NaN,Instruction,NaN,NaN,7.23E+04,NaN,NaN,General Fund,NaN
313155,RETIREMENT CONTRIB.,EMPLOYEE BENEFITS,GENERAL FUND,Nurse,NaN,NaN,SPECIAL EDUCATION,NaN,EMPLOYEE RETIREMENT,UNDESIGNATED,NaN,1.13E+03,NaN,n/a,NaN,EMPLOYEE BENEFITS
212993,NaN,Accelerated Education,NaN,NaN,NaN,Cycle  (used for grants),School,NaN,Community Services,NaN,NaN,3.92E+02,NaN,NaN,Century Community Learning,NaN
433110,Extracurricular Supp,NaN,NaN,EXTRA CURRICULAR SPO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.63E+02,NaN,NaN,NaN,NaN
106544,EMPLOYEE BENEFITS,GENERAL K-8 EDUCATION,GENERAL FUND,Teacher Secondary (Middle),NaN,NaN,NaN,NaN,NON-PROJECT,PROFESSIONAL-INSTRUCTIONAL,NaN,9.60E+02,NaN,Regular,NaN,REGULAR INSTRUCTION
332854,EMPLOYEE BENEFITS,INSTRUCTIONAL STAFF TRAINING,ARRA - STIMULUS,"Teacher, Short Term Sub",NaN,NaN,NaN,NaN,TITLE I A - ARRA,PROFESSIONAL-INSTRUCTIONAL,NaN,7.75E+00,TEACHER LEARNING & LEADERSHIP,Regular,NaN,INSTRUCTIONAL STAFF
346124,TRAVEL AND REGISTRATION,"PLANNING,RESEARCH,DEVELOPMENT",DISTRICT SPECIAL REVENUE FUNDS,(blank),NaN,NaN,CHIEF OPERATING OFFICER,NaN,PERFORMANCE MANAGEMENT / DELL,UNDESIGNATED,NaN,4.89E+03,STRATEGIC PLANNING,n/a,NaN,CENTRAL
254424,Salaries for Support Personnel,Undistributed,NaN,CUSTODIAN I,NaN,General,School,1,Plant Maintenance & Operations,NaN,NaN,3.18E+04,NaN,NaN,General Fund,NaN
104433,RETIREMENT CONTRIB.,EMPLOYEE BENEFITS,GENERAL FUND,"OPP Teacher, Eve",NaN,NaN,OPPORTUNITY SCHOOL,NaN,EMPLOYEE RETIREMENT,UNDESIGNATED,NaN,1.32E+02,NaN,n/a,NaN,EMPLOYEE BENEFITS
391290,FACILITY-EMPAC MAINT MATERIALS,CARE & UPKEEP OF GROUNDS,CAPITAL RESERVE FUND,(blank),NaN,NaN,NaN,NaN,NON-PROJECT,UNDESIGNATED,NaN,4.14E+02,MAINTENANCE,Regular,NaN,OPERATION AND MAINT OF PLANT
441316,Salaries for Support Personnel,State Comp.Ed.-Support Title I Campuses,NaN,PARENT SUP SPEC,NaN,General,School,0.5,Community Services,NaN,NaN,2.03E+04,NaN,NaN,Title I- Part A,NaN
361339,COMMUNICATION,PRIMARY GRADES PROGRAM,PRIMARY GRADES PROGRAM,NaN,NaN,NaN,NaN,NaN,INSTRUCTION,NaN,NaN,1.23E+03,NaN,NaN,General Fund,NaN
17103,Professional Salaries,Basic Educational Services,NaN,T-EL ART,NaN,General,School,1,Instruction,NaN,NaN,5.76E+04,NaN,NaN,General Fund,NaN
356179,Extra Duty Pay/Overtime For Support Personnel,Undistributed,Operations,CUSTODIAN REGULAR,Custodial Department,Extra Duty Pay/Overtime For Support Personnel,School,NaN,Facilities Maintenance And Operations,HEAD CUS REG SIZE ELEM,NaN,1.36E+02,NaN,NaN,General Operating Fund,OVERTIME
53919,Salaries for Support Personnel,Special Education,NaN,TCHR ASST- SP E,NaN,General,School,1,Instruction,NaN,NaN,3.13E+04,NaN,NaN,General Fund,NaN
24779,NaN,NaN,LOCAL,IN SCHOOL SUSPEN COORD,NaN,NaN,NaN,1,NaN,NaN,NaN,4.41E+04,GENERAL EDUCATION,NaN,NaN,NaN
296009,Extra Duty/Overtime,Special Education,NaN,NaN,NaN,General,School,NaN,Instruction,NaN,NaN,-1.70E-01,NaN,NaN,General Fund,NaN
