,Object_Description,Program_Description,SubFund_Description,Job_Title_Description,Facility_or_Department,Sub_Object_Description,Location_Description,FTE,Function_Description,Position_Extra,Text_4,Total,Text_2,Text_3,Fund_Description,Text_1
338850,NaN,NaN,NaN,FOOD PROD SUB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.89,NaN,NaN,NaN,NaN
183583,General Supplies,Prekindergarten,NaN,NaN,NaN,Line Item that is paid with Campus money,Early Childhood Center,NaN,Instruction,NaN,NaN,18600.01,NaN,NaN,General Fund,NaN
34002,RETIREMENT CONTRIB.,EMPLOYEE BENEFITS,GENERAL FUND,"Teacher, Elementary",NaN,NaN,NaN,NaN,EMPLOYEE RETIREMENT,UNDESIGNATED,NaN,599.94,NaN,n/a,NaN,EMPLOYEE BENEFITS
307628,Employee Allowance,Undistributed,NaN,TRAVEL,NaN,General,School,NaN,School Leadership,NaN,NaN,1035.793,NaN,NaN,General Fund,NaN
228479,TEXTBOOKS *,NaN,Community Services,NaN,NaN,Textbooks *,NaN,NaN,Non-Public School Services *,NaN,NaN,12691.47,NaN,NaN,Auxiliary Services,AUX SERV -- MOBILE UNITS
80571,Professional Salaries,Accelerated Education,NaN,LANG ARTS,NaN,General,Leadership Academy,0.5,Instruction,NaN,NaN,26256.94,NaN,NaN,General Fund,NaN
443544,Extra Duty/Signing Bonus Pay,Athletics and Related,NaN,"FR COACH,BASEBL",NaN,General,School,NaN,Cocurricular & Extra Curricular Activities,NaN,NaN,3626.319,NaN,NaN,Athletics,NaN
403951,GENERAL SUPPLIES,GENERAL ELEMENTARY EDUCATION,DISTRICT SPECIAL REVENUE FUNDS,(blank),NaN,NaN,NaN,NaN,A TO Z GRANT,UNDESIGNATED,NaN,607.73,NaN,Regular,NaN,REGULAR INSTRUCTION
23437,SALARIES OF REGULAR EMPLOYEES,GENERAL ELEMENTARY EDUCATION,GENERAL FUND,"Teacher, Elementary",NaN,NaN,NaN,NaN,NON-PROJECT,PROFESSIONAL-INSTRUCTIONAL,NaN,1096.77,NaN,Regular,NaN,REGULAR INSTRUCTION
411337,Professional Salaries,Prekindergarten,NaN,T-EL/SE ELY CHI,NaN,Pre-K,Pre-K Center,1,Instruction,NaN,NaN,65004.47,NaN,NaN,General Fund,NaN
91295,EMPLOYEE BENEFITS,GENERAL ELEMENTARY EDUCATION,GENERAL FUND,"Teacher, Elementary",NaN,NaN,NaN,NaN,EXT DAY TUITION PAID KINDERGAR,PROFESSIONAL-INSTRUCTIONAL,NaN,211.87,NaN,Regular,NaN,REGULAR INSTRUCTION
33490,Non Food,Undistributed,NaN,NaN,NaN,Warehouse Operations,School,NaN,Food Services,NaN,NaN,1029,NaN,NaN,Natl Schl Breakfast & Lunch Prog.,NaN
120299,CONTRA BENEFITS,EMPLOYEE BENEFITS,GENERAL FUND,"Teacher, Elementary",NaN,NaN,NaN,NaN,NON-PROJECT,UNDESIGNATED,NaN,-11.16,NaN,n/a,NaN,EMPLOYEE BENEFITS
240485,Personal Services - Teachers,Instruction - Regular,NaN,TCHER 4TH GRADE,NaN,NaN,NaN,1,NaN,TEACHER,Regular Instruction,64781.07,NaN,NaN,General Purpose School,NaN
295451,EMPLOYEE BENEFITS,GENERAL K-8 EDUCATION,GENERAL FUND,"Teacher, Elementary",NaN,NaN,NaN,NaN,NON-PROJECT,PROFESSIONAL-INSTRUCTIONAL,NaN,1461.63,NaN,Regular,NaN,REGULAR INSTRUCTION
74276,Food/Refreshment,Accelerated Education,NaN,NaN,NaN,Distributed from departments,State/Federal Compliance & Accountability,NaN,Instructional Leadership,NaN,NaN,999.87,NaN,NaN,Title I- Part A,NaN
391536,Food/Refreshment,Undistributed,NaN,NaN,NaN,Line Item that is paid with Campus money,School,NaN,Curriculum & Instructional Staff Development,NaN,NaN,2999.85,NaN,NaN,General Fund,NaN
1562,SALARIES OF REGULAR EMPLOYEES,GENERAL ELEMENTARY EDUCATION,FEDERAL GDPG FUND - FY,"Teacher, Elementary",NaN,NaN,NaN,NaN,TITLE I,PROFESSIONAL-INSTRUCTIONAL,NaN,64575.94,NaN,Regular,NaN,REGULAR INSTRUCTION
253565,EMPLOYEE BENEFITS,GENERAL ELEMENTARY EDUCATION,GENERAL FUND,"Teacher, Short Term Sub",NaN,NaN,NaN,NaN,UNALLOC BUDGETS/SCHOOLS,PROFESSIONAL-INSTRUCTIONAL,NaN,14.15,TEACHER SUBS,Regular,NaN,REGULAR INSTRUCTION
254331,EMPLOYEE BENEFITS,SUPPORT SERVICES - CENTRAL,GENERAL FUND,Asst to COO,NaN,NaN,CHIEF OPERATING OFFICER,NaN,NON-PROJECT,PROFESSIONAL-OTHER,NaN,1639.5,CHIEF OPERATING OFFICER,n/a,NaN,CENTRAL
109763,Professional Salaries,Accelerated Education,NaN,T-EL LIT COACH,NaN,Reading Literacy,School,1,Instruction,NaN,NaN,53189.64,NaN,NaN,General Fund,NaN
87796,SUPPLIES,PRIMARY GRADES PROGRAM,PRIMARY GRADES PROGRAM,NaN,NaN,NaN,NaN,NaN,INSTRUCTION,NaN,NaN,92.06,NaN,NaN,General Fund,NaN
50495,OTHER SUPPORT PERSONNEL,NaN,NaN,BUS DRIVER,NaN,NaN,TRANSPORTATION,0.85,PUPIL TRANSPORTATION SERVICES,NaN,NaN,25941.48,NaN,NaN,GENERAL FUND,NaN
189852,Food/Refreshment,Undistributed,NaN,NaN,NaN,Line Item that is paid with Campus money,School,NaN,Curriculum & Instructional Staff Development,NaN,NaN,1200.16,NaN,NaN,General Fund,NaN
403693,EMPLOYEE BENEFITS,SPECIAL EDUCATION,GENERAL FUND,"Teacher, Elementary",NaN,NaN,NaN,NaN,SPECIAL ED. - MILD/MODERATE,PROFESSIONAL-INSTRUCTIONAL,NaN,121.31,NaN,Regular,NaN,SPECIAL EDUCATION
120356,Reading Materials including Library Books,Accelerated Education,NaN,NaN,NaN,Line Item that is paid with Campus money,School,NaN,"Guidance, Counseling and Evaluation Services",NaN,NaN,399.45,NaN,NaN,General Fund,NaN
102779,Professional Salaries,Basic Educational Services,NaN,T-MS/V BUSN ED,NaN,General,School,1,Instruction,NaN,NaN,54112.32,NaN,NaN,General Fund,NaN
359959,Copier Rental,Accelerated Education,NaN,NaN,NaN,Cycle (used for grants),School,NaN,Community Services,NaN,NaN,100.21,NaN,NaN,Century Community Learning,NaN
9716,ALL OTHER SUPPLEMENTS,NaN,NaN,CUSTODIAN,NaN,NaN,School,NaN,OPERATION OF PLANT,NaN,NaN,299.44,NaN,NaN,GENERAL FUND,NaN
107566,Personal Services - Custodians,Operations,NaN,CUSTODIAN,NaN,NaN,NaN,1,NaN,HEAD CUSTODIAN,Operation of Plant,33468.34,NaN,NaN,General Purpose School,NaN
133528,Professional Salaries,Career and Technology,NaN,T-HS/V BUSN COM,NaN,General,School,0.83,Instruction,NaN,NaN,47643.56,NaN,NaN,General Fund,NaN
333195,Office Supplies,NaN,Support Services - Administration,NaN,NaN,General Supplies *,NaN,NaN,Office of the Principal Services*,NaN,NaN,2500.12,NaN,NaN,General,SCHOOL BASED MANAGEMENT
57974,Extra Duty/Signing Bonus Pay,Undistributed,NaN,NaN,NaN,Line Item that is paid with Campus money,School,NaN,Curriculum & Instructional Staff Development,NaN,NaN,810.8645,NaN,NaN,General Fund,NaN
364675,Professional Salaries,Basic Educational Services,NaN,T-HS ART,NaN,General,School,1,Instruction,NaN,NaN,64576.06,NaN,NaN,General Fund,NaN
248884,SUPPLIES,PRIMARY GRADES PROGRAM,PRIMARY GRADES PROGRAM,NaN,NaN,NaN,NaN,NaN,INSTRUCTION,NaN,NaN,99.03,NaN,NaN,General Fund,NaN
291562,Contracted Food Services,NaN,Community Services,NaN,NaN,Contracted Craft Or Trade Services *,NaN,NaN,Other Community Services *,NaN,NaN,-449.8,NaN,NaN,Title I - Disadvantaged Children/Targeted Assistance,TITLE I C/O-ENCUMBR
418740,EMPLOYER PD MED CONTRIBUTION,GENERAL ELEMENTARY EDUCATION,GENERAL FUND,"Teacher, Elementary",NaN,NaN,NaN,NaN,ELA S - TEACHING SPANISH ONLY,PROFESSIONAL-INSTRUCTIONAL,NaN,NaN,NaN,Regular,NaN,REGULAR INSTRUCTION
31738,Professional Salaries,Basic Educational Services,NaN,T-EL ART,NaN,General,School,1,Instruction,NaN,NaN,65004.53,NaN,NaN,General Fund,NaN
255263,Personal Services - Substitute Teachers Non-Certified,Instruction - SPED,NaN,NaN,NaN,NaN,NaN,0,NaN,SUBSTITUTE TEACHER,IDEA Part B,516.4868,NaN,NaN,School Federal Projects,INDIVIDUALS WITH DISABILITIES ACT PART B
174838,CONTRA BENEFITS,EMPLOYEE BENEFITS,GENERAL FUND,Hour Bus Driver Yrs,NaN,NaN,GARAGE,NaN,NON-PROJECT,UNDESIGNATED,NaN,-51.76,NaN,n/a,NaN,EMPLOYEE BENEFITS
128405,PURCHASED PROFESSIONAL AND TECH SVCS-OTHER FEES,"Title II-A, Improving Teacher Quality",TITLE II-A-IMPROVING TEACHER QUALITY,NaN,NaN,NaN,PROF. LEARNING,NaN,IMPROVEMENT OF INSTR SERV,NaN,NaN,125.84,NaN,NaN,Title II,NaN
77942,Substitute Teachers,Basic Educational Services,NaN,NaN,NaN,General,School,NaN,Instruction,NaN,NaN,88444.68,NaN,NaN,General Fund,NaN
198608,Reading Materials including Library Books,Accelerated Education,NaN,NaN,NaN,Cycle (used for grants),School,NaN,Community Services,NaN,NaN,123.61,NaN,NaN,Century Community Learning,NaN
238684,Professional Salaries,Bilingual Education,NaN,T-EL 3RD ESL,NaN,General,School,1,Instruction,NaN,NaN,52739.96,NaN,NaN,General Fund,NaN
360459,"Water,Wastewater, Sanitation",Undistributed,NaN,NaN,NaN,General,School,NaN,Plant Maintenance & Operations,NaN,NaN,11915.45,NaN,NaN,General Fund,NaN
403877,Extra Duty/Signing Bonus Pay,Undistributed,NaN,NWSPPR/YRBK DIR,NaN,General,School,NaN,Cocurricular & Extra Curricular Activities,NaN,NaN,3159.254,NaN,NaN,General Fund,NaN
404781,OTHER PERSONAL SERVICES,NaN,NaN,SUB TEACHER ALL,NaN,NaN,ESE,0,EXCEPTIONAL,NaN,NaN,66.39,NaN,NaN,FED THRU STATE-CASH ADVANCE,IDEA PART B
250487,Reading Materials including Library Books,Undistributed,NaN,NaN,NaN,Line Item that is paid with Campus money,School,NaN,Instructional Resource & Media Services,NaN,NaN,1147.02,NaN,NaN,General Fund,NaN
257739,Salaries for Support Personnel,Special Education,NaN,TCHR ASST- SP E,NaN,General,School,1,Instruction,NaN,NaN,32472.33,NaN,NaN,General Fund,NaN
258359,Professional Salaries,Basic Educational Services,NaN,T-EL 5TH,NaN,General,School,1,Instruction,NaN,NaN,54788.11,NaN,NaN,General Fund,NaN
363969,Salaries for Support Personnel,Special Education,NaN,TCHR ASST- SP E,NaN,General,School,1,Instruction,NaN,NaN,29335.18,NaN,NaN,General Fund,NaN
306830,Other Awards and Prizes,NaN,Special Instruction,NaN,NaN,Awards And Prizes *,NaN,NaN,Other Special *,NaN,NaN,-848.31,NaN,NaN,Title I - Disadvantaged Children/Targeted Assistance,TITLE I
145560,Employee Allowance,Undistributed,NaN,TRAVEL,NaN,General,School,NaN,School Leadership,NaN,NaN,799.5903,NaN,NaN,General Fund,NaN
41275,Professional Salaries,Accelerated Education,NaN,PROJECT SPEC II,NaN,Cycle (used for grants),Community Education-South,0.5,Community Services,NaN,NaN,36410.14,NaN,NaN,Century Community Learning,NaN
372433,Misc Operating Expenses,Undistributed,NaN,NaN,NaN,General,Service Center for Vehicles,NaN,Plant Maintenance & Operations,NaN,NaN,0.8,NaN,NaN,General Fund,NaN
245790,SUPPLIES,NaN,NaN,"TEACHER, FIRST",NaN,NaN,School,NaN,BASIC (FEFP K-12),NaN,NaN,184.06,NaN,NaN,GENERAL FUND,TEACHER LEAD
246572,Extra Duty/Signing Bonus Pay,Athletics and Related,NaN,"AHC, VAR FOOTBL",NaN,General,School,NaN,Cocurricular & Extra Curricular Activities,NaN,NaN,7347.457,NaN,NaN,Athletics,NaN
54064,Employee Travel (including In-District and Out-of-District),Undistributed,NaN,NaN,NaN,Line Item that is paid with Campus money,School,NaN,Curriculum & Instructional Staff Development,NaN,NaN,499.99,NaN,NaN,General Fund,NaN
171795,NaN,Basic Educational Services,NaN,NaN,NaN,Line Item that is paid with Campus money,School,NaN,Instruction,NaN,NaN,3455.6,NaN,NaN,General Fund,NaN
337081,Personal Services - Teachers,Instruction - Regular,NaN,NaN,NaN,NaN,District Wide Resources,0,NaN,TEACHER - DAYS,Regular Instruction,242.63,NaN,NaN,General Purpose School,NaN
72886,SUPPLIES,PRIMARY GRADES EARLY INTERVENTION PROGRAM,PRIMARY EARLY INTERVENTION PROG,NaN,NaN,NaN,NaN,NaN,INSTRUCTION,NaN,NaN,90.33,NaN,NaN,General Fund,NaN
216424,Professional Salaries,Athletics and Related,NaN,"AHC, VAR FOOTBL",NaN,General,School,NaN,Cocurricular & Extra Curricular Activities,NaN,NaN,7347.077,NaN,NaN,Athletics,NaN
382479,SUPPLIES,Misc,SCHOOL-WIDE SCHOOL PGMS FOR TITLE GRANTS,NaN,NaN,NaN,NaN,NaN,INSTRUCTION,NaN,NaN,NaN,NaN,NaN,Schoolwide Schools,NaN
319628,TERMINAL LEAVE SICK,NaN,NaN,"TEACHER, VE",NaN,NaN,School,NaN,EXCEPTIONAL,NaN,NaN,220.52,NaN,NaN,GENERAL FUND,TERMINAL LEAVE
47800,Career Ladder,Basic Educational Services,NaN,CL,NaN,General,School,NaN,Instruction,NaN,NaN,3277.875,NaN,NaN,General Fund,NaN
134800,Extra Duty Pay/Overtime For Support Personnel,Undistributed,Operations,"TRANSPORTATION, SUBSTITUTE,REG",Transportation Department,Extra Duty Pay/Overtime For Support Personnel,Undistributed,NaN,Transportation,RADIO & SUBSTITUTE DRIVERS,transportation - substitute bus drivers,3013.8,NaN,NaN,General Operating Fund,OVERTIME
372392,Professional Salaries,State Comp.Ed.-Support Title I Campuses,NaN,BIL INST/CURR S,NaN,General,School,1,Instruction,NaN,NaN,60999.16,NaN,NaN,Title I- Part A,NaN
197180,PURCHASES BY CHARTER FROM DIST,INFORMATION SYSTEMS SERVICES,GENERAL FUND,(blank),NaN,NaN,IST - SYSTEMS SUPPORT,NaN,NON-PROJECT,UNDESIGNATED,NaN,0.51,ITEMGG-INFO SYSTEMS TECHNOLOGY,n/a,NaN,CENTRAL
210434,DUES AND FEES,"Title II-A, Improving Teacher Quality",TITLE II-A-IMPROVING TEACHER QUALITY,NaN,NaN,NaN,PROF. LEARNING,NaN,SUPPORT SERVICES-CENTRAL,NaN,NaN,1935.7,NaN,NaN,Title II,NaN
99212,ADDITIONAL/EXTRA DUTY PAY/STIP,PUPIL TRANSPORTATION SERVICES,GENERAL FUND,Dispatch II,NaN,NaN,TRANSPORTATION,NaN,NON-PROJECT,PROFESSIONAL-OTHER,NaN,4046.437,TRANSPORTATION,n/a,NaN,STUDENT TRANSPORTATION
15993,Contracted Maintenance And Repair,Undistributed,NaN,NaN,NaN,Contracted Maintenance And Repair - Furniture And,School,NaN,School Leadership,NaN,Undistributed,1502.26,NaN,NaN,General Operating Fund,NaN
224934,Reading Materials including Library Books,State Comp.Ed.-Support Title I Campuses,NaN,NaN,NaN,General,School,NaN,Instruction,NaN,NaN,4999.5,NaN,NaN,Title I- Part A,NaN
143085,General Supplies,State Comp.Ed.-Support Title I Campuses,NaN,NaN,NaN,General,School,NaN,Curriculum & Instructional Staff Development,NaN,NaN,-0.52,NaN,NaN,Title I- Part A,NaN
128124,SALARIES OF REGULAR EMPLOYEES,GENERAL ELEMENTARY EDUCATION,GENERAL FUND,"Teacher, Elementary",NaN,NaN,NaN,NaN,NON-PROJECT,PROFESSIONAL-INSTRUCTIONAL,NaN,1316.306,NaN,Regular,NaN,REGULAR INSTRUCTION
346546,General Supplies,Basic Educational Services,NaN,NaN,NaN,Line Item that is paid with Campus money,School,NaN,Instruction,NaN,NaN,1000.22,NaN,NaN,General Fund,NaN
375033,Employee Allowance,Undistributed,NaN,TRAVEL,NaN,General,School,NaN,School Leadership,NaN,NaN,552.2237,NaN,NaN,General Fund,NaN
158948,"Water,Wastewater, Sanitation",Undistributed,NaN,NaN,NaN,General,Building,NaN,Plant Maintenance & Operations,NaN,NaN,11347.16,NaN,NaN,General Fund,NaN
389977,OTHER PURCHASED SERVICES,Misc,SCHOOL-WIDE SCHOOL PGMS FOR TITLE GRANTS,NaN,NaN,NaN,NaN,NaN,STUDENT TRANSPORT SERVICE,NaN,NaN,5056.76,NaN,NaN,Schoolwide Schools,NaN
34126,ADDITIONAL/EXTRA DUTY PAY/STIP,INSTRUCTIONAL STAFF TRAINING,FEDERAL GDPG FUND - FY,"Teacher, Elementary",NaN,NaN,NaN,NaN,SCHOOL IMPROVEMENT GRANT,PROFESSIONAL-INSTRUCTIONAL,NaN,23.19072,NaN,Regular,NaN,INSTRUCTIONAL STAFF
245072,Salaries for Support Personnel,Special Education,NaN,TCHR ASST- SP E,NaN,General,School,1,Instruction,NaN,NaN,30970.55,NaN,NaN,General Fund,NaN
270434,Substitute Teachers,Basic Educational Services,NaN,NaN,NaN,General,School,NaN,Instruction,NaN,NaN,58043.92,NaN,NaN,General Fund,NaN
114412,Salaries And Wages For Teachers And Other Professi,Basic Educational Services,Operations,COMPUTER TECHNOLOGY SPECIALIST,All Campus Payroll,Salaries And Wages For Teachers And Other Professi,School,0.04,Instruction,TEACHER BACHELOR,Basic Educational Services - District Objective,3206.592,NaN,NaN,General Operating Fund,REGULAR PAY
319431,Professional Salaries,Bilingual Education,NaN,T-EL 2ND ESL,NaN,General,School,1,Instruction,NaN,NaN,65926.65,NaN,NaN,General Fund,NaN
59358,Extra Duty/Signing Bonus Pay,Basic Educational Services,NaN,NaN,NaN,Line Item that is paid with Campus money,School,NaN,Instruction,NaN,NaN,3039.758,NaN,NaN,General Fund,NaN
116677,Professional Salaries,Bilingual Education,NaN,T-EL 5TH BIL,NaN,General,School,1,Instruction,NaN,NaN,52514.72,NaN,NaN,General Fund,NaN
154563,Professional Salaries,Basic Educational Services,NaN,T-EL MUSIC,NaN,Choral Music,School,0.5,Instruction,NaN,NaN,26482.04,NaN,NaN,General Fund,NaN
108516,EMPLOYEE BENEFITS,GENERAL ELEMENTARY EDUCATION,FEDERAL GDPG FUND - FY,Community School Instructor,NaN,NaN,NaN,NaN,CNTRY COMMTY LRNG -,PARAPROFESSIONAL,NaN,11.45,NaN,Regular,NaN,REGULAR INSTRUCTION
237676,EMPLOYEE BENEFITS,SPECIAL EDUCATION-ED MIDDLE,GENERAL FUND,"Teacher,Spec Ed Center Prg",NaN,NaN,NaN,NaN,SPECIAL ED. - SEVERE NEEDS,PROFESSIONAL-INSTRUCTIONAL,NaN,4907.39,SEVERE DISABILITIES,Regular,NaN,SPECIAL EDUCATION
269373,Professional Salaries,Bilingual Education,NaN,T-EL 3RD ESL,NaN,General,School,1,Instruction,NaN,NaN,53437.02,NaN,NaN,General Fund,NaN
61951,Copier Rental,Undistributed,NaN,NaN,NaN,Line Item that is paid with Campus money,School,NaN,School Leadership,NaN,NaN,2000.79,NaN,NaN,General Fund,NaN
338821,Reproduction Services,Accelerated Education,NaN,NaN,NaN,Personnel,Human Resources,NaN,General Administration,NaN,NaN,999.94,NaN,NaN,Title I- Part A,NaN
34646,Salaries And Wages For Teachers And Other Professi,"Title I, Part A Schoolwide Activities Related To State Comp",Title Part A Improving Basic Programs,"TEACHER, REGULAR",Instruction And Curriculum,Extended Day,School,NaN,Instruction,TEACHER BACHELOR,NaN,75.94,NaN,NaN,Title Part A Improving Basic Programs,MISCELLANEOUS
65177,NaN,HIGH SCHOOL GENERAL EDUCATION PROGRAM 9-12,NaN,Teacher-High School,NaN,NaN,NaN,1,NaN,HS ENGLISH,NaN,47254.38,NaN,NaN,General Fund,NaN
398825,SALARIES OF REGULAR EMPLOYEES,SPECIAL EDUCATION,GENERAL FUND,Teacher,NaN,NaN,NaN,1.000032,SPECIAL ED. - MILD/MODERATE,PROFESSIONAL-INSTRUCTIONAL,NaN,46171.86,NaN,Regular,NaN,SPECIAL EDUCATION
134934,EMPLOYEE BENEFITS,GENERAL ELEMENTARY EDUCATION,GENERAL FUND,"Teacher, Elementary",NaN,NaN,NaN,NaN,ELA E-TEACHING SHELTERED ENG,PROFESSIONAL-INSTRUCTIONAL,NaN,5030.27,NaN,Regular,NaN,REGULAR INSTRUCTION
262388,EMPLOYEE BENEFITS,ITEMGB - BUSINESS SERVICES,ITEMGB - STATE GDPG FUND,Custodian Asst IV,NaN,NaN,OPPORTUNITY SCHOOL,NaN,NON-PROJECT,"CRAFTS, TRADES, AND SERVICES",NaN,193.34,ADULT VOC ED OPPORTUNITY,Alternative,NaN,OPERATION AND MAINT OF PLANT
57054,Teacher Retirement,Services To Students With Disabilities (Special Education),NaN,NaN,Instruction And Curriculum,Teacher Retirement,School,NaN,Instruction,NaN,Regular Salary,1010.51,REGULAR SALARY,NaN,Idea Part B Formula,NaN
351676,RETIREMENT CONTRIB.,EMPLOYEE BENEFITS,GENERAL FUND,"Manager, Food Service I",NaN,NaN,CHARTER SCHOOL,NaN,EMPLOYEE RETIREMENT,UNDESIGNATED,NaN,360.92,NaN,n/a,NaN,EMPLOYEE BENEFITS
297459,SUPPLIES,NaN,NaN,"TEACHER, MAINSTREAM",NaN,NaN,School,NaN,EXCEPTIONAL,NaN,NaN,184.43,NaN,NaN,GENERAL FUND,TEACHER LEAD
53985,Supplies and Materials,NaN,Support Services - Instructional Staff,NaN,NaN,Supplies And Materials,NaN,NaN,Instruction And Curriculum Development Services *,NaN,NaN,2718.06,NaN,NaN,Special Trust,TRUST EQUINE
298800,Professional Salaries,Basic Educational Services,NaN,T-EL ART,NaN,General,School,1,Instruction,NaN,NaN,52851.85,NaN,NaN,General Fund,NaN
220043,Employee Travel (including In-District and Out-of-District),Special Education,NaN,NaN,NaN,General,Special Ed Evaluation Services,NaN,"Guidance, Counseling and Evaluation Services",NaN,NaN,2000.09,NaN,NaN,IDEA-B Preschool,NaN
59108,Extracurricular Supp,NaN,NaN,EXTRA CURRICULAR SP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,609.34,NaN,NaN,NaN,NaN
311642,Extra Duty/Signing Bonus Pay,Accelerated Education,NaN,NaN,NaN,General,County Day School,NaN,Curriculum & Instructional Staff Development,NaN,NaN,546.4192,NaN,NaN,General Fund,NaN
66993,Professional Salaries,Bilingual Education,NaN,T-EL KIN ESL,NaN,General,NaN,1,Instruction,NaN,NaN,52515.28,NaN,NaN,General Fund,NaN
220407,Social Security / Medicare,Basic Educational Services,Operations,NaN,Campus Overtime,Social Security / Medicare,Undistributed,NaN,Instruction,TEACHER BACHELOR,Basic Educational Services - District Objective,90.04,NaN,NaN,General Operating Fund,MEDICARE EMPLOYER EXPENSE
149920,Supplies and Materials,NaN,Special Instruction,NaN,NaN,Supplies And Materials,NaN,NaN,Disadvantaged Youth *,NaN,NaN,15347.71,NaN,NaN,Title I - Disadvantaged Children/Targeted Assistance,TITLE I PUBLIC ALLOCATION
5496,SALARIES OF PART TIME EMPLOYEE,CARE & UPKEEP OF BLDG SERVICES,GENERAL FUND,Helper Oper Maint (Summer),NaN,NaN,ALL SCHOOLS-UNDISTRIBUTED,0.047414,NON-PROJECT,"CRAFTS, TRADES, AND SERVICES",NaN,1008.061,CUSTODIAL-SCHOOLS,n/a,NaN,OPERATION AND MAINT OF PLANT
303891,Employee Travel (including In-District and Out-of-District),Undistributed,NaN,NaN,NaN,Social Studies,School,NaN,Curriculum & Instructional Staff Development,NaN,NaN,-0.33,NaN,NaN,General Fund,NaN
116421,Professional Salaries,Bilingual Education,NaN,T-EL KIN BIL,NaN,General,School,1,Instruction,NaN,NaN,53189.41,NaN,NaN,General Fund,NaN
113405,Personal Services - Employees Salaries and Wages,NaN,Support Services - Instructional Staff,NaN,NaN,Personal Services - Employees Salaries And Wages,NaN,NaN,Instructional Staff Training Services *,NaN,NaN,6153.43,NaN,NaN,Title I - Disadvantaged Children/Targeted Assistance,FY TITLE I DI
308122,Salaries And Wages For Teachers And Other Professi,Bilingual Education And Special Language Programs,Operations,"TEACHER, BILINGUAL EDUCATION",All Campus Payroll,Critical Needs Incentive,School,NaN,Instruction,TEACHER BACHELOR,NaN,4169.48,NaN,NaN,General Operating Fund,CRITICAL NEEDS SUPPLEMENT
228668,Salaries And Wages For Teachers And Other Professi,Basic Educational Services,Operations,"TEACHER, REGULAR",All Campus Payroll,Critical Needs Incentive,School,NaN,Instruction,TEACHER BACHELOR,Basic Educational Services - District Objective,1500.49,NaN,NaN,General Operating Fund,CRITICAL NEEDS SUPPLEMENT
420200,Substitute Teachers,State Comp.Ed.-Support Title I Campuses,NaN,NaN,NaN,General,School,NaN,Instruction,NaN,NaN,5327.223,NaN,NaN,Title I- Part A,NaN
443641,Salaries Or Wages For Support Personnel,Undistributed,Operations,"CUSTODIANS, SUBSTITUTES",Custodial Department,Temporary / Part-Time Support Personnel,Unallocated,0.03,Facilities Maintenance And Operations,ANY CUS WHO IS NOT A SUPER,Custodial - Substitutes,673.6153,NaN,NaN,General Operating Fund,REGULAR PAY
58303,NaN,Undistributed,NaN,NaN,NaN,Line Item that is paid with Campus money,School,NaN,School Leadership,NaN,NaN,409.82,NaN,NaN,General Fund,NaN
73603,Employee Allowance,Special Education,NaN,TRAVEL,NaN,Choral Music,ABD,NaN,Instruction,NaN,NaN,1120.261,NaN,NaN,General Fund,NaN
216773,Salaries for Support Personnel,Special Education,NaN,BUS MONITOR,NaN,General,Transportation Office,0.75,Student Transportation,NaN,NaN,22612.6,NaN,NaN,General Fund,NaN
