,Function,Use,Sharing,Reporting,Student_Type,Position_Type,Object_Type,Pre_K,Operating_Status,Object_Description,Text_2,SubFund_Description,Job_Title_Description,Text_3,Text_4,Sub_Object_Description,Location_Description,FTE,Function_Description,Facility_or_Department,Position_Extra,Total,Program_Description,Fund_Description,Text_1
376313,Physical Health & Services,Pupil Services & Enrichment,School Reported,School,Unspecified,Nurse,Base Salary/Compensation,Non PreK,PreK-12 Operating,Salaries And Wages For Teachers And Other Professi,NaN,Operations,SCHOOL CLINIC ADMINISTRATION,NaN,Undistributed,Salaries And Wages For Teachers And Other Professi,School,1,Health Services,All Campus Payroll,NURSE,4.92E+04,Undistributed,General Operating Fund,REGULAR PAY
376439,Teacher Compensation,Instruction,School Reported,School,ELL,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,NaN,ESL/BILINGUAL EDUCATION,LOCAL,"TEACHER,SENIOR HIGH",NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,9.03E+04,NaN,NaN,NaN
376543,Instructional Materials & Supplies,Instruction,School Reported,School,Unspecified,Non-Position,Supplies/Materials,Non PreK,PreK-12 Operating,New Library Books,NaN,Support Services - Instructional Staff,NaN,NaN,NaN,Library Books *,NaN,NaN,School Library Services *,NaN,NaN,1.34E+03,NaN,General,SCHOOL BASED MANAGEMENT
376569,Facilities & Maintenance,NO_LABEL,Shared Services,Non-School,NO_LABEL,NO_LABEL,Other Non-Compensation,NO_LABEL,PreK-12 Operating,REPAIR AND MAINTENANCE SERVICES,NaN,MISCELLANEOUS,NaN,NaN,NaN,NaN,ADMIN. SERVICES,NaN,MAINTENANCE AND OPERATING,NaN,NaN,1.18E+02,Misc,General Fund,NaN
376815,Research & Accountability,Leadership,Leadership & Management,Non-School,Unspecified,Other,Benefits,NO_LABEL,PreK-12 Operating,CONTRA BENEFITS,NaN,GENERAL FUND,Warehouse Worker II,n/a,NaN,NaN,ASSESSMENT & RESEARCH,NaN,NON-PROJECT,NaN,UNDESIGNATED,-1.89E+02,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
376854,Recruitment,ISPD,Shared Services,Non-School,Unspecified,Substitute,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,HUMAN RESOURCES RECRUITMENT,DISTRICT SPECIAL REVENUE FUNDS,"Teacher, Short Term Sub",n/a,NaN,NaN,HUMAN RESOURCES,NaN,NEW TEACHER RECRUITMENT,NaN,PROFESSIONAL-INSTRUCTIONAL,3.79E+01,SUPPORT SERVICES-INSTRUCTIONAL,NaN,INSTRUCTIONAL STAFF
377659,Food Services,O&M,School Reported,School,Unspecified,Other,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,FOOD SERVICES,FOOD SERVICE FUND,Food Service Worker II,Regular,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,"CRAFTS, TRADES, AND SERVICES",2.84E+02,FOOD PREPARATION/SERVING,NaN,FOOD SERVICES OPERATIONS
378912,Instructional Materials & Supplies,Instruction,School Reported,School,NO_LABEL,NO_LABEL,Equipment & Equipment Lease,NO_LABEL,PreK-12 Operating,PURCHASE OF EQUIPMENT-OTHER THAN BUSES AND COMPUTE,NaN,SCHOOL-WIDE SCHOOL PGMS FOR TITLE GRANTS,NaN,NaN,NaN,NaN,NaN,NaN,INSTRUCTION,NaN,NaN,1.85E+02,Misc,Schoolwide Schools,NaN
380226,Curriculum Development,ISPD,Shared Services,Non-School,Unspecified,Non-Position,Supplies/Materials,NO_LABEL,PreK-12 Operating,GENERAL SUPPLIES,HUMANITIES,FEDERAL GDPG FUND - FY,(blank),n/a,NaN,NaN,HUMANITIES,NaN,SCHOOL VIOLENCE PREVENTION PRO,NaN,UNDESIGNATED,7.04E+02,INSTRUCTIONAL STAFF TRAINING,NaN,INSTRUCTIONAL STAFF
380528,Library & Media,Instruction,School Reported,School,NO_LABEL,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12 Operating,BOOKS (OTHER THAN TEXTBOOKS) AND PERIODICALS,NaN,MEDIA CENTERS,NaN,NaN,NaN,NaN,NaN,NaN,EDUCATIONAL MEDIA SERVICE,NaN,NaN,3.67E+02,MEDIA CENTERS,General Fund,NaN
380589,Physical Health & Services,Pupil Services & Enrichment,Shared Services,Non-School,Special Education,Nurse,Benefits,PreK,PreK-12 Operating,EMPLOYEE BENEFITS,NaN,ARRA - STIMULUS,Nurse,n/a,NaN,NaN,SPECIAL EDUCATION,NaN,IDEA PRESCHOOL ARRA,NaN,PROFESSIONAL-INSTRUCTIONAL,1.92E+03,NURSING SERVICES,NaN,STUDENTS
380687,Physical Health & Services,NO_LABEL,School Reported,School,NO_LABEL,Nurse Aide,NO_LABEL,NO_LABEL,PreK-12 Operating,NaN,NaN,NaN,Clinic Assistant,NaN,NaN,NaN,NaN,1,NaN,NaN,CLINIC ASSISTANT,2.33E+04,NURSES,General Fund,NaN
380960,School Administration,Leadership,School Reported,School,Unspecified,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12 Operating,SUPPLIES,NaN,NaN,NaN,NaN,NaN,NaN,School,NaN,SCH ADMIN (OFFICE OF PRINC),NaN,NaN,4.99E+02,NaN,GENERAL FUND,SCHOOL OPERATING ACCOUNT
381589,Substitute Compensation,Instruction,NO_LABEL,Non-School,NO_LABEL,Substitute,Substitute Compensation,NO_LABEL,PreK-12 Operating,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.54E+04,NaN,NaN,NaN
381686,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,REPAIRS AND MAINTENANCE SVCS,ITEMGG/FACILITIES,CAPITAL RESERVE FUND,(blank),NaN,NaN,NaN,DEPARTMENT OF TECHNOLOGY SERVI,NaN,NON-PROJECT,NaN,UNDESIGNATED,3.14E+04,INFORMATION SYSTEMS SERVICES,NaN,CENTRAL
381708,Governance,Leadership,Leadership & Management,Non-School,Unspecified,Non-Position,Contracted Services,NO_LABEL,PreK-12 Operating,OTHER PROFESSIONAL SERVICES,OFFICE OF THE SUPERINTENDENT,GENERAL FUND,(blank),n/a,NaN,NaN,SUPERINTENDENT OF SCHOOLS,NaN,NON-PROJECT,NaN,UNDESIGNATED,4.00E+03,OFFICE OF THE SUPERINTENDENT,NaN,GENERAL ADMINISTRATION
382025,Student Assignment,Leadership,Shared Services,Non-School,Unspecified,Coordinator/Manager,Benefits,NO_LABEL,PreK-12 Operating,RETIREMENT CONTRIB.,NaN,GENERAL FUND,Director,n/a,NaN,NaN,SCHOOL CHOICE,NaN,EMPLOYEE RETIREMENT,NaN,UNDESIGNATED,9.07E+02,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
382130,Library & Media,Instruction,School Reported,School,Poverty,Librarian,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,NaN,FEDERAL GDPG FUND,Library Tech I,Regular,NaN,NaN,NaN,NaN,TITLE I,NaN,PARAPROFESSIONAL,6.01E+02,SCHOOL LIBRARY SERVICES,NaN,INSTRUCTIONAL STAFF
382311,Professional Development,NO_LABEL,Shared Services,Non-School,NO_LABEL,NO_LABEL,Rent/Utilities,NO_LABEL,PreK-12 Operating,COMMUNICATION,NaN,STAFF DEVELOPMENT,NaN,NaN,NaN,NaN,PROF. LEARNING,NaN,IMPROVEMENT OF INSTR SERV,NaN,NaN,1.76E+02,STAFF DEVELOPMENT,General Fund,NaN
382343,Professional Development,ISPD,School Reported,School,Unspecified,NO_LABEL,Supplies/Materials,Non PreK,PreK-12 Operating,Miscellaneous Operating Costs,NaN,NaN,NaN,NaN,NaN,Food - Inservice,School,NaN,School Leadership,NaN,NaN,4.12E+02,Undistributed,Campus Activity Funds,NaN
382448,Security & Safety,O&M,Leadership & Management,Non-School,Unspecified,School Monitor/Security,Other Compensation/Stipend,Non PreK,PreK-12 Operating,Extra Duty Pay/Overtime For Support Personnel,NaN,Operations,SECURITY OFFICER,NaN,NaN,Extra Duty Pay/Overtime For Support Personnel,Undistributed,NaN,Security And Monitoring Services,Public Relations Department,POLICE PATROL MAN,7.99E+00,Undistributed,General Operating Fund,OVERTIME
382892,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Purchased Services,NaN,Support Services - Instructional Staff,NaN,NaN,NaN,Purchased Services,NaN,NaN,Instructional Staff Training Services *,NaN,NaN,9.53E+03,NaN,Title I - Disadvantaged Children/Targeted Assistance,TITLE I SCHOOL IMPROVEMEN
383027,School Administration,Leadership,School Reported,School,Unspecified,Vice Principal,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,NaN,SCHOOL LEADERSHIP,LOCAL,"ASST. PRINCIPAL, SHS",NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1.05E+05,NaN,NaN,NaN
383375,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Other Objects,NaN,Support Services - Administration,NaN,NaN,NaN,Other Objects,NaN,NaN,State and Federal Projects Coordination Services*,NaN,NaN,3.00E+04,NaN,School to Work,YEAR ROUND YOUTH TRAINING
383854,Social & Emotional,Pupil Services & Enrichment,School Reported,School,Unspecified,Psychologist,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYER PD MED CONTRIBUTION,NaN,GENERAL FUND,Psychologist,Regular,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,PROFESSIONAL-INSTRUCTIONAL,1.00E+02,PSYCHOLOGICAL SERVICES,NaN,STUDENTS
384101,Food Services,NO_LABEL,School Reported,School,NO_LABEL,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12 Operating,SUPPLIES,NaN,SCHOOL NUTRITION SERVICE,NaN,NaN,NaN,NaN,NaN,NaN,SCHOOL NUTRITION,NaN,NaN,8.88E+03,Misc,School Nutrition Service Fund,NaN
384461,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Supplies and Materials,NaN,Support Services - Instructional Staff,NaN,NaN,NaN,Supplies And Materials,NaN,NaN,Other Improvements Of Instruction Services *,NaN,NaN,1.37E+04,NaN,Miscellaneous State Grants,SCHOOL IMPROV INCENTIVES
384726,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Purchased Services,NaN,Community Services,NaN,NaN,NaN,Purchased Services,NaN,NaN,Other Community Services *,NaN,NaN,1.46E+03,NaN,Title I - Disadvantaged Children/Targeted Assistance,PARENT INVOLVEMENT
384802,Instructional Materials & Supplies,Instruction,School Reported,School,Unspecified,Non-Position,Supplies/Materials,Non PreK,PreK-12 Operating,Supplies and Materials,NaN,Support Services - Instructional Staff,NaN,NaN,NaN,Supplies And Materials,NaN,NaN,Instruction And Curriculum Development Services *,NaN,NaN,2.50E+03,NaN,Special Trust,SAM'S CLUB FOUNDATION
384840,Physical Health & Services,Pupil Services & Enrichment,School on Central Budgets,Non-School,Unspecified,Nurse,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,SCHOOL NURSE SERVICES,GENERAL FUND,Nurse,n/a,NaN,NaN,SCHOOL NURSE SERVICES,NaN,NON-PROJECT,NaN,PROFESSIONAL-INSTRUCTIONAL,1.77E+03,NURSING SERVICES,NaN,STUDENTS
384894,Substitute Compensation,Instruction,School Reported,School,Alternative,Substitute,Substitute Compensation,Non PreK,PreK-12 Operating,Personal Services - Education Assistants,NaN,NaN,NaN,NaN,Alternative Schools Support,NaN,NaN,0,NaN,SUBSTITUTE TEACHER,SUBSTITUTE TEACHER,8.51E+01,Support - Regular Instruction,General Purpose School,NaN
385675,Extended Time & Tutoring,Instruction,School Reported,School,Unspecified,Teacher,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,NaN,DISTRICT SPECIAL REVENUE FUNDS,"Teacher, Elementary",Regular,NaN,NaN,NaN,NaN,LIGHTS ON AFTER SCHOOL,NaN,PROFESSIONAL-INSTRUCTIONAL,2.30E+02,AFTER SCHOOL PROGRAMS,NaN,COCURRICULAR ED/ACTIVITIES
385704,Substitute Compensation,Instruction,School Reported,School,Special Education,Substitute,Substitute Compensation,Non PreK,PreK-12 Operating,Personal Services - Substitute Teachers Non-Certified,NaN,NaN,NaN,NaN,IDEA Part B,NaN,NaN,0,NaN,NaN,SUBSTITUTE TEACHER,1.69E+02,Instruction - SPED,School Federal Projects,INDIVIDUALS WITH DISABILITIES ACT PART B
386306,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,EXTRA DUTY PAY-INSTRUCTIONAL,NaN,NaN,LIBRARY/MEDIA SPECIALIST-ELEM,NaN,NaN,NaN,COMMUNITY EDUCATION,NaN,COMMUNITY SERVICES,NaN,NaN,3.54E+03,NaN,EXTENDED LEARNING CENTER ELC,NaN
386611,Professional Development,ISPD,School Reported,School,Unspecified,Non-Position,Travel & Conferences,NO_LABEL,PreK-12 Operating,TRAVEL AND REGISTRATION,NaN,GENERAL FUND,(blank),Regular,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,UNDESIGNATED,2.89E+03,INSTRUCTIONAL STAFF TRAINING,NaN,INSTRUCTIONAL STAFF
386750,Utilities,O&M,School Reported,School,Unspecified,Non-Position,Rent/Utilities,NO_LABEL,PreK-12 Operating,NATURAL GAS,OPERATIONS - UTILITIES,GENERAL FUND,(blank),Regular,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,UNDESIGNATED,2.31E+04,CARE & UPKEEP OF BLDG SERVICES,NaN,OPERATION AND MAINT OF PLANT
386785,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,NaN,NaN,Special Instruction,NaN,NaN,NaN,General Supplies *,NaN,NaN,Disadvantaged Youth *,NaN,NaN,-5.45E+03,NaN,Title I - Disadvantaged Children/Targeted Assistance,TITLE  SCHOOLWIDE
387136,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Benefits,NO_LABEL,PreK-12 Operating,CONTRA BENEFITS,NaN,GENERAL FUND,"Teacher, Elementary",n/a,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,UNDESIGNATED,-1.63E+00,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
387500,Professional Development,ISPD,School on Central Budgets,Non-School,Unspecified,Social Worker,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,TEACHER LEARNING & LEADERSHIP,GENERAL FUND,Social Worker,n/a,NaN,NaN,TEACHER LEARNING & LEADERSHIP,NaN,NON-PROJECT,NaN,PROFESSIONAL-INSTRUCTIONAL,2.47E+02,INSTRUCTIONAL STAFF TRAINING,NaN,INSTRUCTIONAL STAFF
387577,Professional Development,ISPD,School on Central Budgets,Non-School,Unspecified,Non-Position,Supplies/Materials,NO_LABEL,PreK-12 Operating,COPYING,TEACHER LEARNING & LEADERSHIP,FEDERAL GDPG FUND - FY,(blank),n/a,NaN,NaN,TEACHER LEARNING & LEADERSHIP,NaN,TITLE II-PART A-TEACHER QUALIT,NaN,UNDESIGNATED,1.57E+03,INSTRUCTIONAL STAFF TRAINING,NaN,INSTRUCTIONAL STAFF
387616,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,NONCAPITALIZED  REMOD/RENOV,NaN,NaN,NaN,NaN,NaN,NaN,School,NaN,FACILITIES ACQ AND CONST,NaN,NaN,4.93E+00,NaN,MILLAGE,PLUMBING-Host Bgt
387942,Curriculum Development,ISPD,Shared Services,Non-School,Unspecified,Coordinator/Manager,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF REGULAR EMPLOYEES,EARLY EDUCATION,FEDERAL GDPG FUND - FY,Project Coordinator,n/a,NaN,NaN,EARLY CHILDHOOD EDUCATION,NaN,HEAD START,NaN,PROFESSIONAL-OTHER,1.41E+03,SUPPORT SERVICES-INSTRUCTIONAL,NaN,INSTRUCTIONAL STAFF
388681,Data Processing & Information Services,Business Services,School on Central Budgets,Non-School,Unspecified,Other,Benefits,NO_LABEL,PreK-12 Operating,CONTRA BENEFITS,NaN,GENERAL FUND,"Specialist II, PC Apps",n/a,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,UNDESIGNATED,-6.73E+02,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
388865,Aides Compensation,Instruction,School Reported,School,PreK,TA,Benefits,PreK,PreK-12 Operating,EMPLOYEE BENEFITS,NaN,DISTRICT SPECIAL REVENUE FUNDS,Early Childhood Education,Regular,NaN,NaN,NaN,NaN,TUITION BASED - ECE,NaN,PARAPROFESSIONAL,2.17E+02,EARLY CHILDHOOD,NaN,REGULAR INSTRUCTION
389081,Professional Development,ISPD,Leadership & Management,Non-School,Unspecified,Instructional Coach,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,WORKSHOP PARTICIPANT,NaN,NaN,LITERACY COACH,NaN,NaN,NaN,CHIEF ACADEMIC OFFICER,NaN,INST STAFF TRAINING SVCS,USING DATA HUMAN CAPITAL DECIS,NaN,1.06E+02,NaN,ARRA - RACE TO THE TOP,RACE TO THE TOP
389188,Curriculum Development,ISPD,Shared Services,Non-School,Unspecified,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,HUMANITIES,FEDERAL GDPG FUND - FY,"Teacher,Retrd Shrt Term Sub",n/a,NaN,NaN,HUMANITIES,0.006466,TITLE II-PART A-TEACHER QUALIT,NaN,PROFESSIONAL-INSTRUCTIONAL,1.94E+02,INSTRUCTIONAL STAFF TRAINING,NaN,INSTRUCTIONAL STAFF
389658,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,NaN,GENERAL FUND,"Teacher, Secondary (High)",Turnaround,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,PROFESSIONAL-INSTRUCTIONAL,1.22E+03,GENERAL HIGH SCHOOL EDUCATION,NaN,REGULAR INSTRUCTION
389939,"Finance, Budget, Purchasing & Distribution",Business Services,Leadership & Management,Non-School,Unspecified,Sec/Clerk/Other Admin,Base Salary/Compensation,Non PreK,PreK-12 Operating,Salaries Or Wages For Support Personnel,NaN,Operations,"CLERICAL,WAREHOUSE/RECEIVING",NaN,NaN,Salaries Or Wages For Support Personnel,Undistributed,0.89,Facilities Maintenance And Operations,Warehousing,CO CLERICAL,2.42E+04,Undistributed,General Operating Fund,REGULAR PAY
390121,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,TEACHER SUBS,GENERAL FUND,"Teacher, Super Sub Rtd D/D",Regular,NaN,NaN,NaN,0.002155,UNALLOC BUDGETS/SCHOOLS,NaN,PROFESSIONAL-INSTRUCTIONAL,9.16E+01,GENERAL ELEMENTARY EDUCATION,NaN,REGULAR INSTRUCTION
390949,Untracked Budget Set-Aside,Untracked Budget Set-Aside,School Reported,School,Unspecified,Other,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,CLASSROOM TEACHER,NaN,NaN,"TSA, BASIC",NaN,NaN,NaN,School,0.076923,BASIC (FEFP K-12),NaN,NaN,4.31E+03,NaN,GENERAL FUND,NaN
391464,Social & Emotional,Pupil Services & Enrichment,School on Central Budgets,Non-School,Unspecified,Social Worker,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYER PD MED CONTRIBUTION,NaN,GENERAL FUND,Social Worker,n/a,NaN,NaN,SOCIAL WORK SERVICES,NaN,NON-PROJECT,NaN,PROFESSIONAL-INSTRUCTIONAL,4.21E+02,SOCIAL WORK SERVICES,NaN,STUDENTS
391500,Utilities,O&M,School Reported,School,Unspecified,Non-Position,Rent/Utilities,NO_LABEL,PreK-12 Operating,WATER/SEWAGE,OPERATIONS - UTILITIES,GENERAL FUND,(blank),Regular,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,UNDESIGNATED,4.54E+03,CARE & UPKEEP OF BLDG SERVICES,NaN,OPERATION AND MAINT OF PLANT
391619,Food Services,O&M,Shared Services,School,Unspecified,Other,Other Compensation/Stipend,Non PreK,PreK-12 Operating,Extra Duty Pay/Overtime For Support Personnel,NaN,Child Nutrition,"CAFETERIA EMPLOYEE, FOOD SERV.",NaN,Undistributed,Extra Duty Pay/Overtime For Support Personnel,School,NaN,Food Services (Child Nutrition Fund Only),Child Nutrition,REG FOOD SERVICE WORKER,1.30E+02,Undistributed,National School Breakfast And Lunch Program,ADDL REGULAR PAY-NOT SMOOTHED
392723,Security & Safety,O&M,School Reported,School,Unspecified,School Monitor/Security,Base Salary/Compensation,Non PreK,PreK-12 Operating,Personal Services - Other Compensation,NaN,NaN,NaN,NaN,Regular Instructional Support,NaN,NaN,0,NaN,NaN,SECURITY -  DAYS,6.97E+01,Support - Regular Instruction,General Purpose School,NaN
392893,Student Transportation,O&M,Shared Services,Non-School,Unspecified,Other,Base Salary/Compensation,Non PreK,PreK-12 Operating,Salaries Or Wages For Support Personnel,NaN,Operations,"TRANSPORTATION,BUS DRIVERS,REG",NaN,Transportation - Bus Drivers,Salaries Or Wages For Support Personnel,Undistributed,0.97,Transportation,Transportation Department,BUS DRIVER,2.57E+04,Undistributed,General Operating Fund,REGULAR PAY
392958,Other Compensation,Instruction,School Reported,School,Special Education,Other,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,OTHER PERSONAL SERVICES,NaN,NaN,CLERICAL/TCHR ASST SUB,NaN,NaN,NaN,School,0,EXCEPTIONAL,NaN,NaN,2.49E+01,NaN,GENERAL FUND,NaN
393000,Student Transportation,O&M,Leadership & Management,Non-School,Unspecified,Coordinator/Manager,Benefits,NO_LABEL,PreK-12 Operating,CONTRA BENEFITS,NaN,GENERAL FUND,"Manager, Fleet Operations",n/a,NaN,NaN,TRANSPORTATION,NaN,NON-PROJECT,NaN,UNDESIGNATED,-5.89E+01,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
393402,Governance,Leadership,Leadership & Management,Non-School,Unspecified,(Exec) Director,Benefits,NO_LABEL,PreK-12 Operating,CONTRA BENEFITS,NaN,GENERAL FUND,Chief Strategy Officer,n/a,NaN,NaN,STRATEGY OFFICE,NaN,NON-PROJECT,NaN,UNDESIGNATED,-1.62E+03,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
393406,"Finance, Budget, Purchasing & Distribution",Business Services,Leadership & Management,Non-School,Unspecified,Other,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,NaN,CONTRACTING AND PROCUREMENT,LOCAL,CONTRACT SPECIALIST,NaN,NaN,NaN,PROCUREMENT DIVISION,1,NaN,NaN,NaN,6.73E+04,NaN,NaN,NaN
393800,Social & Emotional,Pupil Services & Enrichment,School on Central Budgets,Non-School,Special Education,Psychologist,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,NaN,SPECIAL EDUCATION INSTRUCTION,LOCAL,PSYCHOLOGIST,NaN,NaN,NaN,RELATED SERVICES,1,NaN,NaN,NaN,7.95E+04,NaN,NaN,NaN
394056,Utilities,O&M,School Reported,School,Unspecified,Non-Position,Rent/Utilities,NO_LABEL,PreK-12 Operating,NATURAL GAS,OPERATIONS - UTILITIES,GENERAL FUND,(blank),Regular,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,UNDESIGNATED,2.38E+04,CARE & UPKEEP OF BLDG SERVICES,NaN,OPERATION AND MAINT OF PLANT
394245,Facilities & Maintenance,O&M,School Reported,School,Unspecified,Custodian,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,TERMINAL LEAVE VACATION,NaN,NaN,CUSTODIAN,NaN,NaN,NaN,School,NaN,OPERATION OF PLANT,NaN,NaN,6.43E+02,NaN,GENERAL FUND,TERMINAL LEAVE
394943,Teacher Compensation,Instruction,School Reported,School,Special Education,Teacher,Benefits,NO_LABEL,PreK-12 Operating,RETIREMENT CONTRIB.,NaN,GENERAL FUND,"Teacher,Spec Ed Center Prg",n/a,NaN,NaN,NaN,NaN,EMPLOYEE RETIREMENT,NaN,UNDESIGNATED,6.07E+02,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
395144,Curriculum Development,ISPD,Shared Services,Non-School,PreK,Substitute,Benefits,PreK,PreK-12 Operating,EMPLOYEE BENEFITS,EARLY EDUCATION,FEDERAL GDPG FUND - FY,"Teacher,Retrd Shrt Term Sub",n/a,NaN,NaN,EARLY CHILDHOOD EDUCATION,NaN,HEAD START,NaN,PROFESSIONAL-INSTRUCTIONAL,4.30E+00,EARLY CHILDHOOD,NaN,REGULAR INSTRUCTION
395171,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,CLASSROOM TEACHER,NaN,NaN,"TEACHER, BUSINESS TECH ED",NaN,NaN,NaN,School,0.43,VOCATIONAL (K-12),NaN,NaN,2.29E+04,NaN,GENERAL FUND,NaN
396246,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Purchased Services,NaN,Support Services - Instructional Staff,NaN,NaN,NaN,Purchased Services,NaN,NaN,Instruction And Curriculum Development Services *,NaN,NaN,3.00E+03,NaN,Special Trust,ITEMS FOUNDATION-AUG
396381,Utilities,O&M,School Reported,School,Unspecified,Non-Position,Rent/Utilities,NO_LABEL,PreK-12 Operating,WATER/SEWAGE,OPERATIONS - UTILITIES,GENERAL FUND,(blank),Regular,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,UNDESIGNATED,4.76E+03,CARE & UPKEEP OF BLDG SERVICES,NaN,OPERATION AND MAINT OF PLANT
396560,Special Population Program Management & Support,ISPD,Leadership & Management,Non-School,Special Education,(Exec) Director,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,NaN,STRATEGIC MANAGEMENT,LOCAL,DEPUTY CHANCELLOR SPED,NaN,NaN,NaN,SPECIAL EDUCATION - LEA,1,NaN,NaN,NaN,1.89E+05,NaN,NaN,NaN
396645,Aides Compensation,Instruction,School Reported,School,Unspecified,TA,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,NaN,GENERAL FUND,Tutor Paraprofessional,Turnaround,NaN,NaN,NaN,1.047222,NON-PROJECT,NaN,PARAPROFESSIONAL,2.62E+04,GENERAL HIGH SCHOOL EDUCATION,NaN,REGULAR INSTRUCTION
396774,Physical Health & Services,Pupil Services & Enrichment,Shared Services,Non-School,Unspecified,Non-Position,Contracted Services,NO_LABEL,PreK-12 Operating,OTHER PROFESSIONAL SERVICES,SCHOOL NURSE SERVICES,DISTRICT SPECIAL REVENUE FUNDS,(blank),n/a,NaN,NaN,SCHOOL NURSE SERVICES,NaN,WELLNESS COORDINATOR,NaN,UNDESIGNATED,2.47E+03,OTHER GENERAL EDUCATION,NaN,REGULAR INSTRUCTION
