type,x,y
European restuarant,256018.35353989288,6249478.372648323
Traditional French restaurant,255893.1191127481,6249283.828477735
Indian / Middle Eastern restaurant,257718.75876175927,6248395.74880071
European restuarant,257379.679592802,6248688.381913953
Traditional French restaurant,257161.15943237467,6248909.639556971
African restaurant,262030.71923763765,6255437.818203585
African restaurant,262201.3720170215,6255739.498149557
Indian / Middle Eastern restaurant,261855.3910396361,6255801.122087068
African restaurant,261807.5236585955,6256048.130229295
Traditional French restaurant,262675.48172831244,6256689.132201523
European restuarant,262522.9740259231,6256046.945114764
Traditional French restaurant,258624.67677783387,6256807.653466955
Central and South American restuarant,258241.40377103255,6256444.137074831
African restaurant,258322.55567982164,6256388.772883308
African restaurant,258443.6712858049,6256510.845480779
Traditional French restaurant,263199.79652994854,6250071.506193229
Traditional French restaurant,260826.01970827082,6253156.605810465
European restuarant,260776.4825348674,6253451.772973217
European restuarant,260776.4825348674,6253451.772973217
European restuarant,260698.00229385938,6253525.397119981
Traditional French restaurant,260757.89217990503,6253742.042000876
European restuarant,260785.38809413207,6253752.87439043
Indian / Middle Eastern restaurant,260812.1047719233,6253630.503045697
Asian restaurant,265940.4823932786,6253769.969283385
European restuarant,264362.8625697555,6256596.517453422
Asian restaurant,264105.26926806103,6256501.364050931
Asian restaurant,264206.01340722793,6256427.37540065
Asian restaurant,264234.0659189083,6255864.947352389
Asian restaurant,264718.5283428414,6255956.876895874
Asian restaurant,264645.6140763696,6256262.807998517
African restaurant,255910.48495331255,6254690.097812367
Traditional French restaurant,256392.05307048495,6254546.892431221
Asian restaurant,256104.18086729397,6255264.636425022
Traditional French restaurant,256175.4253414001,6254976.346560989
Asian restaurant,255958.12969537353,6255103.1387211
Traditional French restaurant,255886.66258228206,6254766.441150799
Asian restaurant,255743.06043916027,6254948.246018878
Traditional French restaurant,255852.82145708308,6255013.926949831
Asian restaurant,255701.53826909448,6255245.676367256
Traditional French restaurant,255608.2525358091,6255359.437350778
European restuarant,255434.70544966162,6255298.324489547
Asian restaurant,255499.82735177543,6255380.259839162
European restuarant,264952.63323197915,6255451.530695184
Maghrebian restaurant,263983.1517866595,6254396.918706735
African restaurant,258808.13129866146,6256418.063373776
Traditional French restaurant,260703.5682683984,6254998.860918057
European restuarant,260702.12111501803,6255010.5413223775
European restuarant,261304.35956021163,6255516.199782085
Traditional French restaurant,260844.61006323315,6253507.456464308
Traditional French restaurant,261022.16465105087,6253255.1065523075
European restuarant,261002.57242067024,6253259.506955829
Asian restaurant,260957.37670740794,6253269.66174191
Indian / Middle Eastern restaurant,260960.27101416865,6253345.653777672
Asian restaurant,260873.44181134933,6253349.0387394475
Asian restaurant,261129.58795966624,6253089.923828084
European restuarant,261164.09700180983,6253145.435695583
Asian restaurant,261120.4597614191,6253831.071113626
Asian restaurant,261136.0444901323,6253523.535352064
Asian restaurant,261376.27195126234,6253803.482143986
Traditional French restaurant,261334.97242017902,6253860.8605314735
Indian / Middle Eastern restaurant,260646.57268911347,6253796.034830168
Asian restaurant,260539.7059779514,6253777.247317597
European restuarant,260409.57349321505,6253648.10545388
Asian restaurant,260440.63163114456,6253927.379325761
European restuarant,260465.67851657292,6253512.364753123
Asian restaurant,264702.9436141282,6256394.868005924
Traditional French restaurant,264045.1567430329,6254720.059528307
Asian restaurant,264273.9182966112,6255135.471872193
European restuarant,255846.81020457912,6255812.465003567
Other world restaurant,256741.15099361358,6255925.217805951
Asian restaurant,255159.07839045813,6251979.762892546
Traditional French restaurant,254885.12112361751,6251973.670947467
Maghrebian restaurant,254891.8002930632,6251892.953088905
Asian restaurant,255938.64878448413,6252286.904137157
European restuarant,255662.91040578944,6252594.564221213
Asian restaurant,255618.27128998045,6253875.586021048
Asian restaurant,255516.6365948865,6254001.176869345
Traditional French restaurant,255610.81288409897,6253963.770235904
Asian restaurant,265513.3495071041,6257502.390771607
Traditional French restaurant,258789.54094369913,6250569.594511576
Traditional French restaurant,258685.23458082695,6250499.210689476
Traditional French restaurant,258895.18314046328,6249800.141596187
Asian restaurant,257963.21636354201,6250590.57441786
European restuarant,261499.1686690997,6249578.860691686
Traditional French restaurant,261598.0203769241,6249658.033929138
Maghrebian restaurant,261066.58112787455,6255599.660878341
Other world restaurant,261068.91883718196,6255710.887188194
Traditional French restaurant,260963.38795991187,6255623.19265459
Asian restaurant,261019.604302761,6256074.202790947
Traditional French restaurant,261328.2932507305,6255735.6043444
Asian restaurant,261110.10704877687,6256077.08093579
Traditional French restaurant,264048.4963277558,6253590.390002224
Traditional French restaurant,260580.22627259893,6254037.568096665
European restuarant,258163.70276646034,6249294.485999223
Asian restaurant,256878.07396728688,6250225.125417524
Maghrebian restaurant,261768.45051732837,6255692.43401589
African restaurant,261855.27972014487,6255851.911383762
Asian restaurant,262040.8493112974,6255952.644390369
European restuarant,255340.64047994325,6253828.870763055
Traditional French restaurant,255308.24650812178,6253700.066622248
Asian restaurant,255143.15970327408,6254063.63446726
Traditional French restaurant,255150.72942864962,6254093.7632293645
Maghrebian restaurant,255131.0258787778,6254140.649212836
Indian / Middle Eastern restaurant,254974.62199421512,6254141.326268649
Asian restaurant,255002.8971448751,6253940.073811538
Indian / Middle Eastern restaurant,254692.31576556314,6254145.557868716
Maghrebian restaurant,254506.63485491936,6254166.377371852
Indian / Middle Eastern restaurant,254426.15086307484,6254186.858396432
Maghrebian restaurant,254880.4457050027,6254290.618397948
Indian / Middle Eastern restaurant,254751.0924567021,6254489.170852588
Traditional French restaurant,254585.2264154186,6254471.735966337
Traditional French restaurant,254442.514828221,6254596.997111787
Traditional French restaurant,254235.349255857,6254283.5091892425
Maghrebian restaurant,261687.8552059926,6249629.612681833
Traditional French restaurant,261579.31870247054,6249467.714895468
Asian restaurant,261808.636853505,6249414.933840879
Traditional French restaurant,262129.34830647957,6249448.936982585
Maghrebian restaurant,262146.15754958784,6249219.206967921
Traditional French restaurant,262001.21957257693,6249216.669484142
Other world restaurant,261445.623994026,6249225.804429316
Other world restaurant,261728.7094591138,6249075.755744677
Indian / Middle Eastern restaurant,261509.41006225068,6248649.9838136425
European restuarant,262124.22760990268,6248419.768016471
Asian restaurant,262118.99559383452,6248501.636841015
Asian restaurant,257330.5876973635,6252979.070425556
Traditional French restaurant,257193.55340419614,6253076.215160736
Traditional French restaurant,257311.21810596535,6252983.639926449
Traditional French restaurant,257362.20243274915,6253086.708212759
Traditional French restaurant,261566.40564153844,6248160.465576899
Asian restaurant,261361.46645898776,6251054.852740986
Other world restaurant,260700.0060446931,6253087.046698527
European restuarant,261787.4861502528,6252297.057756951
Asian restaurant,256769.5374637648,6250552.336885687
Asian restaurant,258845.0893696065,6249430.4974509915
Traditional French restaurant,258862.45521016812,6249410.027926227
Indian / Middle Eastern restaurant,265057.3848728134,6255043.720529805
Traditional French restaurant,264868.1417384672,6255300.35593491
Asian restaurant,265038.5718788715,6253362.409351706
Traditional French restaurant,265258.53919267916,6253453.465475151
Central and South American restuarant,265038.7945178511,6253616.624249662
European restuarant,265059.38862364995,6253612.223660547
Maghrebian restaurant,264561.67918031104,6253932.287858006
Asian restaurant,254444.0733010926,6254728.1847576825
Traditional French restaurant,255816.30866410295,6254444.483449071
Traditional French restaurant,256518.06673406268,6254895.6000735685
Traditional French restaurant,256484.22560886084,6254701.777790719
European restuarant,256618.69955374117,6254822.302566278
Asian restaurant,256325.92929295287,6254798.942293149
European restuarant,258720.74549838877,6253255.1065523075
Maghrebian restaurant,265404.1450866347,6250325.622320724
Indian / Middle Eastern restaurant,265039.90771276056,6250598.018913226
Asian restaurant,259536.0494489591,6249915.690421007
Traditional French restaurant,259492.9688060217,6250053.7420353405
Traditional French restaurant,259527.70048715058,6249972.365750224
Other world restaurant,259513.67423130898,6250061.186058871
Traditional French restaurant,260120.4767756233,6250076.074125562
European restuarant,260036.98715752963,6250020.751555249
Asian restaurant,259968.30303171053,6250017.537105085
Traditional French restaurant,259728.96612650467,6250413.092818186
Traditional French restaurant,259742.99238234345,6250367.580976601
Asian restaurant,259681.65534291742,6250202.962119563
Traditional French restaurant,259675.7554099047,6250170.647796679
Traditional French restaurant,265431.1957228996,6257286.326948316
Asian restaurant,266029.64930540253,6255671.9493487915
Caribbean restaurant,266326.20442887576,6255717.659004635
Traditional French restaurant,266289.3576774248,6255848.525421169
Asian restaurant,266202.97375256754,6255905.240473241
European restuarant,266518.56450896803,6255695.819916053
Indian / Middle Eastern restaurant,267229.00549921003,6253819.223078842
Asian restaurant,266334.887349158,6255338.614913608
Asian restaurant,266157.6667198168,6254555.35603888
Indian / Middle Eastern restaurant,266320.6384543368,6254398.103590311
Asian restaurant,256281.51281612637,6254660.644025477
Asian restaurant,255399.86244904433,6254916.4214211665
Traditional French restaurant,255115.55246955866,6254421.632027052
Traditional French restaurant,255405.5397430746,6254497.126589312
Traditional French restaurant,257866.3684065513,6255400.913089615
European restuarant,255898.9077262696,6253331.436952974
European restuarant,255856.04972231467,6253351.915958026
Traditional French restaurant,255988.1859578876,6253515.242027198
Asian restaurant,256164.7386702842,6253202.80962401
Traditional French restaurant,256051.7493871298,6253257.306753782
